CVE ESTADO,CVE MUNICIPIO,Emisiones de Amoniaco,,,,,,,,,,,,,
,,Aplicacion_de_fertilizantes,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Emisiones_domesticas_de_amoniaco,Emisiones_Ganaderas,Incendios_Forestales,Ladrilleras,Quemas_Agricolas,Rellenos_Sanitarios,Cruces_front,Maquinara_agricola,Terminales_autobuses,
20,123,20123,4.083453715,0,0.945337838,0.000652355,11.29313032,5.04792,0,0,0.327120352,0,0,0.000226689,0
20,124,20124,18.91876062,0.00219893,4.021440868,0.04560856,25.86401055,9.4745,0,0,2.932482371,0,0,0.001136355,0
20,125,20125,31.57747624,0,4.578127455,0.000190554,25.35382195,43.87977,3.972843725,0.006390001,0.777237866,0,0,0.000960675,0
20,126,20126,5.672497666,0,1.910941919,0.034537948,30.05841064,10.19092,0,0,0.410382139,0,0,0.000303463,0
20,127,20127,1.326188699,0,0.470511475,0.002667759,6.819570429,8.16403,0,0,0.060019927,0,0,0,0
20,128,20128,5.601156584,0,0.571111932,0.000238193,1.570918344,2.56542,0,0,0.072662526,0,0,0,0
20,129,20129,2.081927126,0,0.10752348,0.000190554,0.589760868,7.42876,0,0,0.079794572,0,0,0,0
20,130,20130,3.320941513,0,1.681466679,0.000952771,11.9362466,23.97904,0,0,0.308732068,0,0,0.000191094,0
20,131,20131,13.06218334,0,2.819042009,0.020176928,18.06870285,20.04452,0,0,0.778273077,0,0,0.000698166,0
20,132,20132,2.165911878,0,0.184974671,0.000238193,3.760247751,2.81495,0,0,0.130562987,0,0,0.000111369,0
20,133,20133,4.395854439,0,1.611802935,0.000285831,23.08441229,4.37348,0,0,0.197182772,0,0,0.000229129,0
20,134,20134,54.32345761,0,8.950229865,0.004382747,74.80784247,34.42101,0,0,1.579533697,0,0,0.002148989,0
20,135,20135,4.722999516,0,1.916776296,0.000285831,48.52173921,9.56013,0,0,0.27043545,0,0,0.000248504,0
20,136,20136,75.31369139,0,4.18679449,0.001286241,69.03623644,23.89982,0,0,1.389178519,0,0,0.001578566,0
20,137,20137,8.226967253,0,1.260456293,4.76385E-05,10.10959408,14.60012,0,0,0.58221245,0,0,0.000340972,0
20,138,20138,0.466667704,0,0.178135915,0.00033347,0.621661637,1.53208,0.015508774,0,0.030486258,0,0,0,0
20,139,20139,11.31180634,0,0.824746933,0,11.56143523,6.98242,0,0,0.152215155,0,0,0.000170984,0
20,140,20140,2.155353961,0,0,0,1.037045708,2.6035,0,0,0.241837428,0,0,0.000134133,0
20,141,20141,9.37741482,0,2.385836254,0.000809855,11.04129692,30.53833,0,0,1.146642298,0,0,0.000649127,0
20,142,20142,1.908348234,0,0.47161407,0,2.517920078,12.26918,0,0,0.124234131,0,0,0.000108715,0
20,143,20143,11.26545385,0,2.064734608,0.001986234,12.40358974,27.99367,0,0.006390001,0.963789284,0,0,0.001231289,0
20,144,20144,1.806964566,0,0.402484745,0.000952771,3.825632353,9.73107,0,0,0.157961504,0,0,0,0
20,145,20145,1.44827174,0,0.202602188,0.003738159,6.794896653,5.25579,0,0,0.085688945,0,0,0,0
20,146,20146,1.382239746,0,0.993872107,0.00328706,17.99879146,3.54759,0,0,0.107514528,0,0,0,0
20,147,20147,1.286453015,0,0.141940536,4.76385E-05,0.599862961,3.53725,0,0,0.097390253,0,0,0,0
20,148,20148,5.572592623,0,0.667538216,4.76385E-05,5.857661434,2.76394,0,0,0.120031644,0,0,0.000121955,0
20,149,20149,1.550660043,0,0.456718437,0.000381108,3.800417214,5.17365,0.856409024,0,0.117971664,0,0,0,0
20,150,20150,3.614019679,0,1.144968834,0.002381927,29.69730652,8.60308,0,0,0.182606171,0,0,0.000190124,0
20,151,20151,1.298053737,0,0.143769367,0.003048867,1.177441965,7.56462,0,0,0.036348223,0,0,0,0
20,152,20152,0.844473394,0,0.61876742,4.76385E-05,5.77320789,12.3028,0,0,0.04696422,0,0,0,0
20,153,20153,74.4576044,0,1.398620418,0.001143325,9.92742324,12.22772,0.409404291,0,0.246573126,0,0,0.000651524,0
20,154,20154,2.9528909,0,0.943590699,9.52771E-05,13.83608021,5.69416,0,0,0.232506132,0,0,0.00015634,0
20,155,20155,1.162487196,0,0.30044233,0.000190554,4.484693843,5.64002,0,0,0.078114243,0,0,0.023263426,0
20,156,20156,23.33306073,0,1.197837205,0.000381108,4.352812964,9.85392,0,0,0.28674439,0,0,0.000340051,0
20,157,20157,0.074287751,0.000757253,0.210847739,0.213237464,20.89599629,1.00699,0,0,0.003779651,0,0,0,0
20,158,20158,3.883144555,0,0.889382569,0.000142916,11.92409194,8.16536,0,0,0.229841464,0,0,0.000215277,0
20,159,20159,36.29685425,0,1.675638919,4.76385E-05,16.70746565,13.92576,0.830038075,0,0.512084165,0,0,0.000566669,0
20,160,20160,0.441438996,0,0.349053818,0.002239012,3.5897089,9.39053,0,0.025560004,0.021975751,0,0,0,0
20,161,20161,5.862862829,0,1.046532012,0.000190554,6.066388054,13.3123,1.944868485,0,0.267579065,0,0,0.000309803,0
20,162,20162,2.299367931,0,0.67756457,0,8.902155104,4.85443,0,0,0.125222186,0,0,0.000119566,0
20,163,20163,10.98228024,0,0.575528027,0.006284513,5.771431994,11.25202,0,0,0.078418999,0,0,0.000140483,0
20,164,20164,1.643873368,0,0.861336289,9.52771E-05,4.569119628,5.17247,0,0,0.132746087,0,0,0,0
20,165,20165,1.280064352,0,0.409681001,0.004258299,4.489213318,5.83396,0,0,0.032504817,0,0,0,0
20,166,20166,23.64965427,0,3.495845924,0.002334289,24.4786049,61.72319,0,0,4.344170342,0,0,0.002348759,0
20,167,20167,3.688111632,0,0.772224196,0.00033347,13.33178891,4.26125,0.031384505,0,0.282622094,0,0,0.000194569,0
20,168,20168,0.934180064,0,0.314897356,0.000190554,2.219526229,6.58074,0,0,0.065669812,0,0,0.000268879,0
20,169,20169,11.40154536,0,1.564912057,0,13.32566108,10.8585,0,0,0.117203266,0,0,0.000202935,0
20,170,20170,1.220780629,0,1.313270497,0.003334698,21.58816204,5.60867,0,0,0.081273207,0,0,0,0
20,171,20171,143.5659147,0,7.053030069,0.000571663,88.68378235,48.96993,0,0,1.08738336,0,0,0.001613069,0
20,172,20172,0.928922177,0,0.155866878,4.76385E-05,1.596522071,1.62855,0,0,0.047282609,0,0,0,0
20,173,20173,0.888638029,0,0.643358111,0.000142916,2.232956202,4.94157,0,0,0.086175152,0,0,0,0
20,174,20174,0.533590051,0.000144873,0.146330757,0.000381108,4.562449373,5.78715,0,0,0.028812515,0,0,0,0
20,175,20175,2.253460773,0,0.612854861,0,9.062302286,3.83813,0,0,0.165868548,0,0,0.000123619,0
20,176,20176,5.73664999,0,0.931472887,0.000285831,4.955563556,21.06957,0,0,0.248418274,0,0,0.000293429,0
20,177,20177,11.15398206,0,2.836263555,0.001366933,25.53201053,22.42385,0,0,0.37552952,0,0,0.000427919,0
20,178,20178,1.635808971,0,0.688334478,0.014862635,11.38964161,5.21661,0.867660835,0,0.094043113,0,0,0,0
20,179,20179,1.960552842,0,0.503686713,0.000285831,5.891403178,3.96293,0,0,0.113607505,0,0,0.000104234,0
20,180,20180,1.48407449,0,0.647967241,0.000238193,4.401089881,18.46939,0,0,0.140098365,0,0,0.000338089,0
20,181,20181,0.338470584,0,0.176458019,0,1.377118729,4.74285,0,0,0.016706834,0,0,0,0
20,182,20182,23.27679379,0,0.779413974,4.76385E-05,13.40273339,5.69868,0,0,0.236559174,0,0,0.000302974,0
20,183,20183,0.890939416,0,0.493043419,0.000571663,3.484844465,8.63646,0,0,0.045762319,0,0,0,0
20,184,20184,143.1387793,0,18.57188687,0.443319653,233.1945966,128.42871,0,0.006390001,31.02705559,0,0,0.013026636,0
20,185,20185,7.446189654,0,2.249126425,0.002971645,13.85454045,16.62021,0,0,0.515419407,0,0,0.000527958,0
20,186,20186,0.730430202,0,0.186449124,4.76385E-05,0.989900646,6.90412,0,0,0.032817588,0,0,0,0
20,187,20187,26.63917369,0,0.779772385,0,10.88491814,8.72324,0,0,0.146178995,0,0,0.000269593,0
20,188,20188,14.45411239,0,3.587809601,0.001190964,20.04175852,21.66772,0,0.006390001,0.54236417,0,0,0.000462627,0
20,189,20189,15.28714386,0,0.962857631,0.000142916,16.54441481,6.0828,0,0,0.573760847,0,0,0.000687815,0
20,190,20190,184.2827407,0,7.205469637,0.0298402,71.69224672,103.1836,0,0.006390001,3.184086105,0,0,0.009919524,0
20,191,20191,0.727034025,0,0.114298864,0.0004618,1.450462207,3.79985,0,0,0.071347147,0,0,0,0
20,192,20192,1.346829993,0,0.130162716,0.003557893,2.175206828,1.83875,0,0,0.074493289,0,0,0,0
20,193,20193,1.689959732,0,0.419663858,0.001161794,6.8912066,5.34786,0,0,0.102405861,0,0,0,0
20,194,20194,1.820786691,0,0.33586811,0.014148649,1.838712334,3.36,0,0,0.163711609,0,0,0.00010161,0
20,195,20195,1.011442653,0,0.517548828,9.52771E-05,4.234350912,4.33574,0,0,0.057755026,0,0,0,0
20,196,20196,0.332073725,0,0.146538512,0.000190554,0.514911626,0.11946,0,0,0.022681852,0,0,0,0
20,197,20197,1.779064438,0,0.998986241,0.000857494,8.492102841,18.8943,0,0,0.118869081,0,0,0,0
20,198,20198,99.71515912,0,10.70786385,0.009337156,49.73756181,68.49653,0,0,2.824092212,0,0,0.005622159,0
20,199,20199,0.630962385,0,0.227193179,9.52771E-05,1.71763879,9.01416,0,0,0.013832743,0,0,0,0
20,200,20200,16.21777499,0,1.558477369,0.000524024,17.75425937,19.79386,0.101907902,0,0.242206054,0,0,0.000282272,0
20,201,20201,11.69646354,0,0.876516275,0.000190554,4.080864424,4.16917,0,0,0.111256126,0,0,0.000149445,0
20,202,20202,71.18308526,0,1.342395398,0.002509845,13.60311052,8.20867,2.714035508,0,0.166268623,0,0,0.000476673,0
20,203,20203,2.32295166,0,1.132581239,9.52771E-05,18.07760103,13.98613,0,0,0.170273634,0,0,0.000126218,0
20,204,20204,1.42294938,0,0.261929365,4.76385E-05,1.602035186,2.8858,0,0,0.068927709,0,0,0.000137196,0
20,205,20205,65.79287193,0,6.167083179,0,58.38898176,67.89376,0,0,2.814022221,0,0,0.002911833,0
20,206,20206,7.217152727,0,0.788136844,9.52771E-05,5.999563383,11.59919,0,0,0.068827308,0,0,0.000142759,0
20,207,20207,129.9193503,0,6.646186337,4.76385E-05,53.49037748,66.71634,0,0,1.714772502,0,0,0.008619739,0
20,208,20208,21.45343027,0,3.089208911,0.00066694,33.9499776,54.78041,0,0,0.905124078,0,0,0.001055244,0
20,209,20209,0,0,0.314022614,0,1.517414837,47.28776,13.55626154,0,0.098227631,0,0,0,0
20,210,20210,10.39538409,0,2.31967351,4.76385E-05,35.85593059,31.94166,0,0,0.451353178,0,0,0.000514116,0
20,211,20211,12.70385914,0,0.922246528,9.52771E-05,11.81493388,6.74428,0,0,0.137508716,0,0,0.000175506,0
20,212,20212,18.25689306,0,1.172594778,0.000142916,14.11991666,5.87061,0,0,0.495148028,0,0,0.000414853,0
20,213,20213,9.659870763,0,1.139941775,0.000238193,9.693041425,10.39659,10.27567316,0,0.12228038,0,0,0.000153049,0
20,214,20214,4.146619278,0,0.675901896,0.000142916,3.91987636,14.02076,0,0,0.079127502,0,0,0,0
20,215,20215,3.509837593,0,0.168553963,0.000238193,1.627579954,1.95992,0,0,0.404342241,0,0,0.000222034,0
20,216,20216,3.316667498,0,0.531233764,9.52771E-05,1.759949538,4.91407,0,0,0.064256162,0,0,0,0
20,217,20217,7.249577535,0,1.243868523,0.000142916,13.12659925,20.84209,3.63327142,0,0.504346068,0,0,0.000450173,0
20,218,20218,1.125183152,0,0.234207916,0.001143325,3.664206539,7.75734,0.69779823,0,0.05133072,0,0,0,0
20,219,20219,1.343476639,0,0.787599588,0.001286241,5.675227045,21.81361,0.070890353,0,0.087461509,0,0,0,0
20,220,20220,6.373364589,0,1.218640046,4.76385E-05,14.27842933,7.11369,0,0,0.209051902,0,0,0.000182499,0
20,221,20221,2.588332445,0,0.436071261,9.52771E-05,3.906297851,9.36732,0,0,0.117378481,0,0,0.000142044,0
20,222,20222,11.45578728,0,0.699604733,0.001095687,2.361079729,2.9841,0,0,0.070738604,0,0,0.000124329,0
20,223,20223,7.062482853,0,0.207520471,9.52771E-05,0.597933361,1.44168,0,0,0.08465028,0,0,0,0
20,224,20224,2.908778334,0,0.11279496,0.000509439,1.139601938,2.91949,0,0,0.345071088,0,0,0.000184989,0
20,225,20225,8.115068505,0,2.323348817,0.001095687,12.49765606,12.92979,0,0.006390001,0.495568881,0,0,0.000457012,0
20,226,20226,4.316629964,0,0.755382775,0.003811084,8.631834087,9.03314,0,0,0.35940458,0,0,0.000239122,0
20,227,20227,2.653179285,0.000448713,0.800897271,0.015404589,24.09970745,12.37807,0,0,0.576937452,0,0,0.000140544,0
20,228,20228,0.703601405,0,0.297381503,0.000142916,4.661071674,4.6112,0,0,0.034919121,0,0,0,0
20,229,20229,8.62313567,0,2.511276914,0.000142916,50.53770115,10.0279,0,0,0.405666639,0,0,0.000336343,0
20,230,20230,1.104262705,0,0.256892253,9.52771E-05,1.748902592,3.77399,0,0,0.073021969,0,0,0,0
20,231,20231,23.87068311,0,1.112626262,9.52771E-05,12.15709967,4.19485,0,0,0.101979259,0,0,0.000211969,0
20,232,20232,40.51926762,0,7.139761447,0.002096096,59.89943531,55.31569,0,0,2.662216074,0,0,0.003619247,0
20,233,20233,1.735127278,0,0.589103375,0.000190554,4.010113722,10.6879,0,0,0.118377972,0,0,0,0
20,234,20234,32.10198941,0,2.966137006,0,21.68951465,16.30672,0,0,0.208659747,0,0,0.000351104,0
20,235,20235,14.56078671,0,1.507717549,0.005097325,16.08993361,11.45615,0,0,1.134032172,0,0,0.000773499,0
20,236,20236,5.828338835,0,0.566116933,0.000238193,9.511730502,0.34004,0,0,0.120605335,0,0,0.000115567,0
20,237,20237,1.555906345,0,0.204029068,0.000238193,3.599141333,4.71883,0,0,0.098618915,0,0,0,0
20,238,20238,1.649767271,0,0.284540962,0,4.417156212,1.62065,0,0,0.109726075,0,0,0,0
20,239,20239,2.348995977,0,0.444343158,0,4.6340055,9.34381,0,0,0.147074336,0,0,0.000129274,0
20,240,20240,2.721787924,0,0.801426534,0.000938186,14.32444585,7.78606,1.126906524,0,0.104221858,0,0,0.000143157,0
20,241,20241,2.838835451,0,0.365081091,0.001447625,4.687805273,2.9711,0,0,0.1911375,0,0,0.000152557,0
20,242,20242,4.319193934,0,2.933901003,0.00033347,42.29785141,19.37641,0,0,0.300416318,0,0,0.000236524,0
20,243,20243,3.226583675,0,0.36484763,0.012331153,4.794189681,0.93152,0.094887427,0,0.168050708,0,0,0.000170218,0
20,244,20244,7.45713037,0,1.158801098,0.001938182,9.406999113,18.23467,0,0,0.166135133,0,0,0.000181141,0
20,245,20245,0.833187796,0,0.457968015,0,2.7194421,4.82754,0,0,0.017508261,0,0,0,0
20,246,20246,0.471704029,0,0.275064222,0.001429156,1.233829179,1.94291,0,0,0.031086294,0,0,0,0
20,247,20247,0.893964736,0,0.189940102,0.001319294,2.09919452,2.11196,0,0,0.09132881,0,0,0,0
20,248,20248,2.302721221,0,5.002954325,0.002239012,46.47450702,12.46162,0,0,0.128846477,0,0,0.000132092,0
20,249,20249,13.21427891,0,1.185137581,0.000524024,8.449601831,5.00583,0,0,0.028664204,0,0,0.000104938,0
20,250,20250,1.473405834,0,0.363620752,0.000190554,3.096658058,3.18583,0,0,0.24283803,0,0,0,0
20,251,20251,0.727533742,0,0.406403099,0.000190554,1.723205877,8.30772,0,0,0.031150732,0,0,0,0
20,252,20252,2.167727865,0,0.874297511,0.000285831,12.8650171,26.95317,1.370500422,0,0.098614771,0,0,0.00010893,0
20,253,20253,118.0181218,0,0.921064144,0.000285831,8.606424665,5.8563,0,0,0.079509615,0,0,0.000422458,0
20,254,20254,9.283677855,0,1.100982995,0.000285831,15.71922131,10.40732,0.155904209,0,0.163181235,0,0,0.000167803,0
20,255,20255,3.553086561,0,0.797758233,0.00033347,7.905101417,10.17645,2.381552579,0,0.169408687,0,0,0.000149598,0
20,256,20256,0.62425879,0,0.086485996,0.000142916,0.404946404,3.90746,0,0,0.02293811,0,0,0,0
20,257,20257,2.778914578,0,0.465043103,0.000190554,2.32641769,6.06232,0,0,0.066125123,0,0,0,0
20,258,20258,2.03212649,0,0.310143693,0.000190554,2.390810469,4.55819,0,0,0.083754013,0,0,0,0
20,259,20259,1.557551373,0,0.748188395,0.002905952,7.502453578,5.6717,1.685541049,0,0.063351367,0,0,0,0
20,260,20260,1.210062272,0,0.85263617,0.000190554,4.215787489,4.41315,0,0,0.079940471,0,0,0,0
20,261,20261,4.040001946,0,2.452777313,0.002667759,34.15488902,64.17787,0,0,0.073149414,0,0,0,0
20,262,20262,0.651435035,0,0.407357097,0.006698675,2.958785404,12.13113,0,0,0.029061324,0,0,0,0
20,263,20263,5.052757354,0,0.993433572,0.002191373,13.57475862,7.09973,0,0.006390001,0.351353435,0,0,0.000262466,0
20,264,20264,2.331988494,0,0.918581929,0.000142916,11.65343561,10.16465,0,0,0.119453619,0,0,0.000119025,0
20,265,20265,8.885950328,0,2.336101598,0.000238193,11.49204491,23.73207,80.24603344,0,0.624363269,0,0,0.00094914,0
20,266,20266,116.1515963,0,2.740477984,0.000747632,14.22782782,12.75499,0.821501468,0,0.142138307,0,0,0.000490554,0
20,267,20267,0.306485767,0,0.081587224,0.000142916,0.415481579,0.54047,0,0,0.020801471,0,0,0,0
20,268,20268,1.925862975,0,0.20133184,0.000557078,2.389137578,3.56457,0,0,0.157214238,0,0,0.000110691,0
20,269,20269,6.055815694,0,1.556527667,0.000285831,19.8706469,4.23244,0.313234967,0,0.469309729,0,0,0.000317306,0
20,270,20270,2.074099228,0,0.499081083,0.005229539,7.047825277,7.25731,0,0,0.139335364,0,0,0.000111522,0
20,271,20271,2.957638002,0,0.795055239,9.52771E-05,19.22311847,5.00773,0,0,0.252185009,0,0,0.000163399,0
20,272,20272,62.45858325,0,1.6867694,0.001095687,19.76001839,2.69698,0,0,0.145912018,0,0,0.000378298,0
20,273,20273,3.96659378,0,1.165089315,0.000190554,20.59072941,11.43065,0.521883622,0,0.345760288,0,0,0.000211816,0
20,274,20274,2.842649823,0,0.490269745,0.000524024,5.764402826,5.48237,0,0,0.143360667,0,0,0.000131479,0
20,275,20275,67.51189086,0,3.319353231,0.000238193,16.4119812,2.03659,0,0,0.396756792,0,0,0.00069639,0
20,276,20276,0.812741806,0,0.318748944,0.000238193,4.02638724,6.57043,0,0,0.054040362,0,0,0,0
20,277,20277,19.26576833,0,4.036578713,0.001033463,49.3899889,58.5412,9.800692849,0,1.370941835,0,0,0.001105067,0
20,278,20278,93.29794458,0,13.76849347,0.001048048,113.7255811,54.14563,0,0,19.65483504,0,0,0.003380788,0
20,279,20279,1.395730874,0,0.953347243,0.001238602,13.74314065,0.91948,0,0,0.098073933,0,0,0,0
20,280,20280,17.38518056,0,0.888756326,0.000571663,2.987289459,7.91454,0,0,0.139331972,0,0,0.000200332,0
20,281,20281,0.940989095,0,0.076826875,0,0.369231714,2.06749,0,0,0.105660362,0,0,0,0
20,282,20282,1.417988258,0,0.319360784,0,1.379172317,2.66739,0,0,0.064320294,0,0,0,0
20,283,20283,3.073014861,0,0.349039161,0.002381927,2.039996912,15.02041,0,0,0.048406501,0,0,0,0
20,284,20284,2.095991396,0,1.094940006,4.76385E-05,14.93552156,6.59213,0,0,0.120428283,0,0,0.00010994,0
20,285,20285,2.204545844,0,1.021188873,0.001143325,6.736278341,27.21198,3.78815795,0,0.175436977,0,0,0.000425265,0
20,286,20286,1.362515356,0,0.867964311,0.001542902,7.213921861,11.66704,0,0,0.09576313,0,0,0,0
20,287,20287,0.636442025,0,0.148009638,9.52771E-05,0.383551876,4.3227,0,0,0.029863257,0,0,0,0
20,288,20288,5.517258289,0,0.294780858,4.76385E-05,1.658388817,0.44068,0,0,0.015894292,0,0,0,0
20,289,20289,2.400024741,0,0.460014566,0.000142916,2.563137482,4.1523,0,0,0.176007464,0,0,0.000128992,0
20,290,20290,0.862587161,0,0.247676158,4.76385E-05,1.721584543,6.06448,0,0,0.078144669,0,0,0,0
20,291,20291,20.85734096,0,1.502895425,0.000190554,21.0398771,3.67247,0.848530806,0,0.496843356,0,0,0.027958828,0
20,292,20292,2.383793469,0,0.45635251,0,2.435395512,8.896,0,0,0.125865256,0,0,0.000124017,0
20,293,20293,1.98440262,0.000272517,0.411874908,0.01473123,25.44486213,4.01347,0,0,0.109701399,0,0,0.000103815,0
20,294,20294,3.161878389,0,0.525873242,0.001048048,19.6041886,8.27202,0.031384505,0.012780002,0.280183214,0,0,0.000172158,0
20,295,20295,7.212138018,0,1.090201194,0.004734272,16.3270214,27.87293,0,0,2.1816521,0,0,0.000411607,0
20,296,20296,0.479037543,0,0.354202134,0.001890544,1.378528051,2.34582,0,0,0.035214117,0,0,0,0
20,297,20297,4.18140862,0,0.761953905,0.000142916,15.10550699,19.35779,0,0,0.233157153,0,0,0.000243665,0
20,298,20298,5.749061785,0,1.548445846,0.040419428,29.25244249,13.99124,0.003968933,0,0.355840819,0,0,0.000311926,0
20,299,20299,0.56825496,0,0.357361822,0.008336746,1.410101569,2.32643,0,0,0.041786406,0,0,0,0
20,300,20300,3.653057958,0,2.040014013,0.00328706,24.63966752,11.81711,0,0,0.261046982,0,0,0.000209248,0
20,301,20301,2.924997451,0,0.448845716,0.001143325,2.864018017,5.04849,0,0,0.158927318,0,0,0.000149541,0
20,302,20302,7.594873453,0,1.487101211,0.000238193,9.100664845,14.26166,0,0,0.407576866,0,0,0.00038229,0
20,303,20303,0.315361835,0,0.342206506,0.001238602,1.441926386,3.19754,0,0,0.01934006,0,0,0,0
20,304,20304,1.754218091,0,0.347010068,0,3.41521946,4.10386,0,0,0.071372769,0,0,0,0
20,305,20305,3.737605544,0,0.474273724,0.003477614,5.119139393,5.28577,0,0,0.529239515,0,0,0.000341151,0
20,306,20306,10.05392877,0,1.298741745,0,14.77566048,2.8208,3.194989176,0,0.063757013,0,0,0,0
20,307,20307,9.472865014,0,3.479167741,0.000652355,13.50214829,15.13453,0,0,0.878203086,0,0,0.000526478,0
20,308,20308,3.393145938,0.000200472,0.776774708,0.000428747,4.254839183,2.37,0,0,0.457647742,0,0,0.000200587,0
20,309,20309,27.78810326,0,4.351050239,0.001271656,33.14682598,26.12942,0,0,0.446737155,0,0,0.000950059,0
20,310,20310,3.269948071,0,1.173812619,0.000571663,22.42779542,7.19293,0,0,0.244739631,0,0,0.00016884,0
20,311,20311,0.880175076,0,0.239302755,0.004668578,3.337001615,6.54678,0,0,0.040517484,0,0,0,0
20,312,20312,5.348817972,0,3.863310752,0.001286241,29.01023564,13.22024,0,0,0.418696439,0,0,0.000395662,0
20,313,20313,1.10875198,0,0.421092779,0.013338794,4.544544152,10.80619,0,0,0.04752225,0,0,0,0
20,314,20314,1.407085097,0,0.353563682,0.000571663,2.747325385,8.33169,0,0,0.104464574,0,0,0,0
20,315,20315,1.943629518,0,0.679112704,0.000604716,8.606528963,2.96492,0,0,0.130049589,0,0,0.000103121,0
20,316,20316,1.693169672,0,0.307581124,0.000142916,3.666072679,3.80265,0,0,0.101225796,0,0,0,0
20,317,20317,1.997875222,0,0.574067354,0,5.670285214,7.78563,0,0,0.095677386,0,0,0.000108531,0
20,318,20318,13.58061239,0,5.729172904,0.026955882,66.11390048,44.33865,0,0.006390001,1.156658315,0,0,0.001385726,0
20,319,20319,0,0,0.454811464,0,1.972207219,43.14184,0,0,0.090157448,0,0,0,0
20,320,20320,1.371538965,0,0.327755269,0.00033347,3.359708114,1.97676,0,0,0.062330296,0,0,0,0
20,321,20321,0.860426906,0,0.303680601,0.000142916,1.133627071,8.21708,0,0,0.020475263,0,0,0,0
20,322,20322,7.983201791,0,0.349494171,0.000604716,4.763534746,8.88911,0,0,0.067867841,0,0,0.000103509,0
20,323,20323,14.53240306,0,0.761736544,0.000604716,12.00649577,0.93636,0,0,0.165767025,0,0,0.000214113,0
20,324,20324,112.1020947,0,10.11382631,0.01123117,89.39245354,20.3044,0,0.083070014,0.191328879,0,0,0.000631416,0
20,325,20325,7.443721316,0,3.719746161,0.003001229,29.06543646,15.85888,0,0.006390001,0.621311915,0,0,0.000414241,0
20,326,20326,42.3199471,0,1.805448547,0.000285831,31.37860375,12.45022,0,0,0.479304321,0,0,0.000561695,0
20,327,20327,30.03777079,0,3.881719675,0.004181078,20.1988904,26.15383,0.236301177,0.006390001,1.327518143,0,0,0.005719135,0
20,328,20328,1.885944058,0,0.482640122,0.012280044,7.653842963,8.95936,0,0,0.104015613,0,0,0,0
20,329,20329,3.478535082,0,0.541792819,0.000381108,3.798766277,3.87793,0,0,0.125151305,0,0,0.000109818,0
20,330,20330,21.51785822,0,1.751132788,0.000238193,22.02661145,16.36599,0,0,0.275520389,0,0,0.000291643,0
20,331,20331,0.855450196,0,0.429587349,0.00066694,4.243302914,2.05403,0,0,0.06755572,0,0,0,0
20,332,20332,1.281774039,0,0.133957551,0,1.414729777,4.84409,0,0,0.061248822,0,0,0,0
20,333,20333,3.812655025,0,0.501563729,0.000238193,3.366724573,8.20679,0,0,0.319798369,0,0,0.000186847,0
20,334,20334,157.6098842,0,11.58070984,0.014397666,89.26506493,21.80157,1.290482567,0.051120009,4.190441452,0,0,0.00581309,0
20,335,20335,8.946368267,0,0.42473766,0.000142916,3.813376759,1.4247,0,0,0.079707443,0,0,0.000109073,0
20,336,20336,7.554271639,0,0.593932091,0.000238193,6.206970208,11.86381,0,0,0.071745478,0,0,0,0
20,337,20337,3.346891429,0,1.617783521,0.002971645,9.856816066,6.26432,0.161420255,0,0.189061603,0,0,0.000200567,0
20,338,20338,0.915625595,0.000586538,0.485724156,0.007805078,33.22457022,5.55771,0,0,0.158612854,0,0,0,0
20,339,20339,4.051523923,0,0.818452908,0.015624851,7.85549364,12.96502,0.069789484,0,0.158855937,0,0,0.000220144,0
20,340,20340,1.418847153,0,0.599317832,0.001238602,3.859005047,25.99757,0,0,0.0508583,0,0,0,0
20,341,20341,0.407825372,0,0.070927669,9.52771E-05,0.410334555,2.17398,0,0,0.015443596,0,0,0,0
20,342,20342,0.922892788,0,0.43254688,4.76385E-05,5.291005198,2.84446,0,0,0.071707918,0,0,0,0
20,343,20343,1.736215286,0,0.200840068,0.000524024,7.475669087,13.79355,0,0,0.090770103,0,0,0,0
20,344,20344,29.3883793,0,1.052196003,0.000476385,6.596303146,2.05904,0,0,0.294645304,0,0,0.000376896,0
20,345,20345,2.68480618,0,1.218409125,0.001018878,6.828313109,15.55854,0,0,0.20237441,0,0,0.000316142,0
20,346,20346,1.597218133,0,0.570689499,0.008465077,2.073236954,8.68972,0,0,0.06537176,0,0,0,0
20,347,20347,3.453270411,0,1.289550176,0.006687452,22.34584136,8.73859,0,0,0.245582065,0,0,0.000179892,0
20,348,20348,8.158874207,0,2.342777356,0.00066694,19.58870478,33.49139,0,0,0.365319328,0,0,0.000297053,0
20,349,20349,2.116834515,0,0.540008796,0.000142916,9.459609453,16.06683,0,0,0.160836538,0,0,0.000113064,0
20,350,20350,0.24593173,0.000844959,0.11439568,0.003414977,20.91542362,2.23151,0,0.070290012,0.013273126,0,0,0,0
20,351,20351,2.220259231,0,0.857075931,9.52771E-05,10.90706434,8.0365,0,0,0.165097908,0,0,0.000118819,0
20,352,20352,0.596594978,0,0.67301074,0.007200775,23.46514319,4.60099,0,0,0.022458886,0,0,0,0
20,353,20353,3.241121718,0,0.649944095,0.000571663,9.854940773,4.95704,0,0,0.250511775,0,0,0.000172017,0
20,354,20354,4.754538608,0,0.221559169,9.52771E-05,2.739797518,4.83835,0,0,0.048499056,0,0,0,0
