CVE ESTADO,CVE MUNICIPIO,Suma de   SO2,,,,,,,,,,,,,,,,,
,,Asados_al_carbon,Combustion_Agricola,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Incendios_Forestales,Ladrilleras,Quema_de_Residuos,Quemas_Agricolas,Rellenos_Sanitarios,Cruces_front,Embarcaciones_marinas,Equipo_basico_eropouertos,Locomotoras_patio,Locomotoras_arrastre,Maquinara_agricola,Terminales_autobuses,
20,265,20265,0,0,0.000770924,1.065461148,5.99408E-05,73.8245242,0,0.013317935,0.154427371,0,0,0,0,0,0,0.104351576,0
20,266,20266,0,0,0.001630801,1.249736069,0.00018814,0.755781351,0,0.00017824,0.027807961,0,0,0,0,0,0,0.053933087,0
20,267,20267,0,0,0.000148255,0.037239093,3.59645E-05,0,0,0,0.004583884,0,0,0,0,0,0,0.001997696,0
20,268,20268,0,0.00122011,0.000207556,0.091987444,0.000140188,0,0,4.89012E-05,0.033813293,0,0,0,0,0,0,0.012169787,0
20,269,20269,0,0.000293094,0.000593018,0.710190916,7.1929E-05,0.293172942,0,0,0.124467301,0,0,0,0,0,0,0.034885614,0
20,270,20270,0,0,0.000148255,0.227471001,0.001316005,0,0,0,0.034986961,0,0,0,0,0,0,0.012261142,0
20,271,20271,0,0.000174182,0.00024462,0.362373186,2.39763E-05,0,0,0.002061048,0.059564551,0,0,0,0,0,0,0.017964677,0
20,272,20272,0,0,0.002075565,0.769021393,0.000275728,0,0,0.000231261,0.033122844,0,0,0,0,0,0,0.041591364,0
20,273,20273,0,0.000208306,0.000385462,0.531109462,4.79526E-05,0.483403373,0,0.006149459,0.078343135,0,0,0,0,0,0,0.023287752,0
20,274,20274,0,0,0.000118604,0.223451182,0.00013187,0,0,0,0.0339625,0,0,0,0,0,0,0.014455241,0
20,275,20275,0,0,0.000363224,1.512976674,5.99408E-05,0,0,0.002765945,0.093395465,0,0,0,0,0,0,0.076563396,0
20,276,20276,0,0,0.000148255,0.145278193,5.99408E-05,0,0,0,0.013328521,0,0,0,0,0,0,0.006815736,0
20,277,20277,0,0.0024496,0.002357248,1.840581329,0.000260069,9.033293331,0,0.003137884,0.327599335,0,0,0,0,0,0,0.121494729,0
20,278,20278,0,0,0.003913922,6.278393765,0.00026374,0,0,0.065975176,22.53204504,0,0,0,0,0,0,0.371694972,0
20,279,20279,0,0.000123937,0.000385462,0.434654077,0.000311692,0,0,0.000210641,0.025309402,0,0,0,0,0,0,0.008015027,0
20,280,20280,0,0,0.001015544,0.405415562,0.000143858,0,0,0.000150506,0.036629477,0,0,0,0,0,0,0.022025163,0
20,281,20281,0,0,5.93018E-05,0.035104629,0,0,0,0,0.028553186,0,0,0,0,0,0,0.005617118,0
20,282,20282,0,0,2.96509E-05,0.145574635,0,0,0,0.000718851,0.016603314,0,0,0,0,0,0,0.008091792,0
20,283,20283,0,1.73065E-05,0.000177906,0.159193132,0.000599408,0,0,0,0.014853527,0,0,0,0,0,0,0.006535161,0
20,284,20284,0,0,0.003142998,0.499069421,1.19882E-05,0,0,0.001173502,0.030381812,0,0,0,0,0,0,0.012087185,0
20,285,20285,0,0,0.000533717,0.465940322,0.000287716,3.485105314,0,0.000972933,0.045278761,0,0,0,0,0,0,0.046755073,0
20,286,20286,0,2.0377E-05,0.000756099,0.396248797,0.000388269,0,0,0.000575193,0.022623535,0,0,0,0,0,0,0.008477864,0
20,287,20287,0,0.000224008,8.89528E-05,0.067475096,2.39763E-05,0,0,0,0.007752997,0,0,0,0,0,0,0.003878673,0
20,288,20288,0,0,2.96509E-05,0.134352444,1.19882E-05,0,0,0,0.002818319,0,0,0,0,0,0,0.004921291,0
20,289,20289,0,8.38111E-05,0.000177906,0.209750158,3.59645E-05,0,0,0.004935719,0.043336301,0,0,0,0,0,0,0.014181848,0
20,290,20290,0,6.54578E-05,0.000118604,0.113034712,1.19882E-05,0,0,0.000367868,0.019271193,0,0,0,0,0,0,0.005220497,0
20,291,20291,0,0.000318747,0.000415113,0.685139831,4.79526E-05,0.780648342,0,0.000400376,0.119277214,0,0,0,0,0,0,3.224525704,0
20,292,20292,0,0.000924713,2.96509E-05,0.208008592,0,0,0,0,0.032108957,0,0,0,0,0,0.180173876,0.013634839,0
20,293,20293,0,0.000644794,0.002913325,0.196464001,0.003707089,0,0,0.000900226,0.028016518,0,0,0,0,0,0.081254885,0.011413804,0
20,294,20294,0,0.001547776,0.002179343,0.242674075,0.00026374,0.028873744,0.045642865,0.002029206,0.065199649,0,0,0,0,0,0.075955654,0.018927612,0
20,295,20295,0,0.008064954,0.004632957,0.500305047,0.001191372,0,0,0.001245366,0.556376682,0,0,0,0,0,0,0.045253434,0
20,296,20296,0,0,0.00048924,0.161532605,0.000475752,0,0,0.000355355,0.008044538,0,0,0,0,0,0,0.00338935,0
20,297,20297,0,3.96375E-05,0.000177906,0.347372956,3.59645E-05,0,0,0,0.049233598,0,0,0,0,0,0,0.026789332,0
20,298,20298,0,0.000385726,0.006678871,0.71028097,0.010171482,0.003651418,0,0.007573492,0.088375245,0,0,0,0,0,0,0.034294161,0
20,299,20299,0,2.32522E-05,0.000296509,0.162998158,0.002097928,0,0,0,0.009579808,0,0,0,0,0,0,0.003664314,0
20,300,20300,0,9.90938E-06,0.000593018,0.930567901,0.000827183,0,0,0.003330169,0.063862922,0,0,0,0,0,0,0.023005381,0
20,301,20301,0,0.003055161,0.000444764,0.204869563,0.000287716,0,0,6.38236E-05,0.040694287,0,0,0,0,0,0,0.016441041,0
20,302,20302,0,0,0.001126735,0.677955143,5.99408E-05,0,0,0.000818556,0.090994468,0,0,0,0,0,0,0.042030184,0
20,303,20303,0,1.31613E-05,0.000474415,0.156212039,0.000311692,0,0,3.75578E-05,0.003997807,0,0,0,0,0,0,0.002141351,0
20,304,20304,0,2.63087E-05,5.93018E-05,0.158193821,0,0,0,0,0.018047641,0,0,0,0,0,0,0.006738522,0
20,305,20305,0,0,0.003395031,0.218035486,0.000875136,0,0,0.000524563,0.177554241,0,0,0,0,0,0.185473108,0.03750731,0
20,306,20306,0,0,0.000296509,0.59197056,0,2.940722514,0,0,0.016218743,0,0,0,0,0,0,0.00898694,0
20,307,20307,0,0,0.001045195,1.587293367,0.000164164,0,0,0.00376173,0.239444165,0,0,0,0,0,0,0.05788269,0
20,308,20308,0,0,0.002143135,0.354643477,0.000107893,0,0,0.000516553,0.127747078,0,0,0,0,0,0,0.022053221,0
20,309,20309,0,0,0.001875421,1.983964738,0.00032001,0,0,0.020033743,0.112046719,0,0,0,0,0,0,0.104452583,0
20,310,20310,0,0.000841697,0.001897659,0.537626447,0.000143858,0,0,0,0.059536792,0,0,0,0,0,0,0.018562864,0
20,311,20311,0,0,0,0.10909296,0.00117484,0,0,0.000532174,0.011305973,0,0,0,0,0,0.215502088,0.005084025,0
20,312,20312,0,0,0.000711622,1.761449187,0.00032368,0,0,0.008249692,0.10656489,0,0,0,0,0,0,0.043500399,0
20,313,20313,0,0,9.63655E-05,0.191979608,0.003356685,0,0,0,0.01279909,0,0,0,0,0,0,0.006363448,0
20,314,20314,0,0,0.002490678,0.161486218,0.000143858,0,0,0.000282403,0.021167831,0,0,0,0,0,0,0.010414956,0
20,315,20315,0,0.001846495,0.000177906,0.309617037,0.000152176,0,0,0.000146797,0.030652103,0,0,0,0,0,0,0.011337488,0
20,316,20316,0,0,0.000177906,0.140200079,3.59645E-05,0,0,0.000153335,0.022642606,0,0,0,0,0,0,0.010235388,0
20,317,20317,0,2.79138E-05,0.000148255,0.261737159,0,0,0,0,0.022982724,0,0,0,0,0,0,0.011932308,0
20,318,20318,0,1.39429E-05,0.038738932,2.6299318,0.006783403,0,0.022821432,0.007127562,0.300667238,0,0,0,4.45,0,0,0.152351281,0
20,319,20319,0,0,0.000296509,0.207335614,0,0,0,0,0.023266438,0,0,0,0,0,0,0,0
20,320,20320,0,8.23456E-06,8.89528E-05,0.149412309,8.39171E-05,0,0,0,0.01374921,0,0,0,0,0,0,0.008453173,0
20,321,20321,0,0,0,0.138439946,3.59645E-05,0,0,0.000937046,0.003779698,0,0,0,0,0,0,0.002940429,0
20,322,20322,0,0,0,0.15930646,0.000152176,0,0,0,0.014775778,0,0,0,0,0,0,0.011380135,0
20,323,20323,0,0,0.000192731,0.347220992,0.000152176,0,0,0.000551005,0.040383998,0,0,0,0,0,0,0.02354027,0
20,324,20324,0,0,0.026033511,4.620571049,0.002826305,0,0.296678622,0.018707294,0.042843994,0,0,0,0,0,0,0.069419948,0
20,325,20325,0,0.001026584,0.001423244,1.696111893,0.000755254,0,0.022821432,0.000613874,0.154042215,0,0,0,0,0,0,0.045542987,0
20,326,20326,0,5.39154E-05,0.000148255,0.822915129,7.1929E-05,0,0,0.000872696,0.117007713,0,0,0,0,0,0,0.06175463,0
20,327,20327,0,0,0.004825688,1.773021355,0.001052161,0.217397083,0.022821432,0.003287405,0.398992921,0,0,0,0,0,0.658871137,0.628780534,0
20,328,20328,0,0,8.89528E-05,0.219975838,0.003090253,0,0,0,0.026644025,0,0,0,0,0,0,0.010779704,0
20,329,20329,0,0,0.000266858,0.246955089,9.59053E-05,0,0,0,0.031039796,0,0,0,0,0,0,0.012073718,0
20,330,20330,0,0,0.000237207,0.798248146,5.99408E-05,0,0,0,0.08402319,0,0,0,0,0,0,0.032064149,0
20,331,20331,0,0,0.00192731,0.19588844,0.000167834,0,0,0,0.018829526,0,0,0,0,0,0,0.005179421,0
20,332,20332,0,1.17238E-05,8.89528E-05,0.061106117,0,0,0,0,0.016247594,0,0,0,0,0,0,0.007589001,0
20,333,20333,0,0,0.00094883,0.229556419,5.99408E-05,0,0,0.001150858,0.08183974,0,0,0,0,0,0,0.020542603,0
20,334,20334,0,0,0.020436899,5.28823457,0.003623149,1.187243962,0.18257146,0.016897456,1.094403657,0,0,0,0,0,0,0.639110196,0
20,335,20335,0,0,0,0.193599708,3.59645E-05,0,0,0,0.023829406,0,0,0,0,0,0,0.01199179,0
20,336,20336,0,0,0.000237207,0.270839914,5.99408E-05,0,0,0.002124367,0.015388575,0,0,0,0,0,0,0.010936826,0
20,337,20337,0,9.42368E-05,0.002438789,0.73803082,0.00074781,0.135473614,0,0.03262964,0.041386309,0,0,0,0,0,0,0.022050976,0
20,338,20338,0,0.000863791,0.006270345,0.226472569,0.001964135,0,0,0.004117759,0.039735515,0,0,0,0,0,0.052992317,0.005699046,0
20,339,20339,0,9.46276E-05,0.002082977,0.374218418,0.003931968,0.064206326,0,0.001151626,0.039276818,0,0,0,0,0,0,0.024203326,0
20,340,20340,0,3.11238E-05,0.000148255,0.273540963,0.000311692,0,0,0.002384697,0.012567262,0,0,0,0,0,0,0.00844644,0
20,341,20341,0,5.22685E-05,2.96509E-05,0.032377341,2.39763E-05,0,0,0,0.004256035,0,0,0,0,0,0,0.002361322,0
20,342,20342,0,2.589E-05,0.000504066,0.198606766,1.19882E-05,0,0,0.000195708,0.018448114,0,0,0,0,0,0,0.00584315,0
20,343,20343,0,0.000150036,0.000363224,0.092328545,0.00013187,0,0,0.000138155,0.021881096,0,0,0,0,0,0,0.009933489,0
20,344,20344,0,0.000222919,0.000830226,0.479684326,0.000119882,0,0,0.000138592,0.07244354,0,0,0,0,0,0,0.04143716,0
20,345,20345,0,0,0.000622669,0.555884707,0.000256399,0,0,0.007945529,0.052231444,0,0,0,0,0,0,0.034757672,0
20,346,20346,0,3.46131E-05,0.000296509,0.260262267,0.002130222,0,0,0.00011265,0.014160986,0,0,0,0,0,0,0.009878496,0
20,347,20347,0,0.000373347,0.000422526,0.587812739,0.001682886,0,0,0.026153015,0.063376017,0,0,0,0,0,0,0.019777867,0
20,348,20348,0,0.000108026,0.001037782,1.069373698,0.000167834,0,0,0.011323117,0.089823852,0,0,0,0,0,0,0.032658968,0
20,349,20349,0,8.28201E-05,0.001868008,0.246549312,3.59645E-05,0,0,0.000773861,0.040805414,0,0,0,0,0,0,0.012430609,0
20,350,20350,0,5.30361E-05,0.009032981,0.062188715,0.000859373,0,0.251035757,0.000658321,0.003263773,0,0,0,0,0,0,0.001491538,0
20,351,20351,0,0.000307163,0.000296509,0.391118044,2.39763E-05,0,0,0.000825135,0.041295201,0,0,0,0,0,0,0.013063363,0
20,352,20352,0,0,0.000118604,0.306753589,0.001812063,0,0,0,0.005393863,0,0,0,0,0,0,0.003546472,0
20,353,20353,0,0.000615066,0.000118604,0.296475905,0.000143858,0,0,0,0.063257426,0,0,0,0,0,0,0.018912124,0
20,354,20354,0,0,2.96509E-05,0.101000196,2.39763E-05,0,0,0,0.011301002,0,0,0,0,0,0,0.006604743,0
20,355,20355,0,0,0.000118604,0.154741902,0,0,0,0,0.029302276,0,0,0,0,0,0,0.00588647,0
20,356,20356,0,6.70349E-05,0.001549261,0.298205408,0.001443227,0,0,4.79961E-05,0.030570537,0,0,0,0,0,0,0.010056942,0
20,357,20357,0,0,0.000415113,0.158127681,0.000227775,0,0,0.000111699,0.021630341,0,0,0,0,0,0,0.014982723,0
20,358,20358,0,0.000335886,0.000415113,0.315540383,0.003836063,0,0,0.000466124,0.081052504,0,0,0,0,0,0,0.031722071,0
20,359,20359,0,0,5.93018E-05,0.171274654,0,0,0,0.00030667,0.005412165,0,0,0,0,0,0,0.001767625,0
20,360,20360,0,0.000555484,0.001363943,0.587532314,9.59053E-05,0,0,0.001369529,0.105716674,0,0,0,0,0,0,0.043558759,0
20,361,20361,0,0,0.000118604,0.188433389,0,0,0,0.002441288,0.014029023,0,0,0,0,0,0,0.006576686,0
20,362,20362,0,0.000210177,0.000593018,0.185693769,0.000107893,0,0,2.57592E-05,0.027965852,0,0,0,0,0,0,0.010040332,0
20,363,20363,0,0,0.001712341,0.353586771,0.001918133,0,0,0.002636965,0.044229408,0,0,0,0,0,0,0.012451933,0
20,364,20364,0,0,0.009695852,1.613179712,0.001219122,2.463191438,0.114107162,0.012734277,0.134428125,0,0,0,0,0,0,0.147090381,0
20,365,20365,0,0,0.000452177,0.253416206,2.39763E-05,0,0,0,0.028596278,0,0,0,0,0,0,0.011761718,0
20,366,20366,0,0,0.000859877,0.624322258,0.000215787,0,0.022821432,0.001197228,0.00634508,0,0,0,0,0,0,0.006405198,0
20,367,20367,0,0,0.000889528,0.6681016,0.000308022,0,0,0.00143984,0.074378354,0,0,0,0,0,0,0.034286305,0
20,368,20368,0,0.00330464,0.000474415,0.241419053,0.000864021,0,0,0.003275103,0.02741798,0,0,0,0,0,0,0.011722437,0
20,369,20369,0,7.88564E-05,0.000214969,0.164746761,5.99408E-05,0,0,0.00014993,0.052038312,0,0,0,0,0,0,0.019477539,0
20,370,20370,0,6.42016E-05,0.000237207,0.112748606,4.79526E-05,0,0,0,0.011861736,0,0,0,0,0,0,0.007722331,0
20,371,20371,0,5.72232E-06,0.00032616,0.218804841,4.79526E-05,0,0,0.000392183,0.011270534,0,0,0,0,0,0,0.005889837,0
20,372,20372,0,2.51224E-05,0.000237207,0.327359936,2.39763E-05,0,0,0,0.035617407,0,0,0,0,0,0,0.020586373,0
20,373,20373,0,0,0.000118604,0.075484694,0.000371633,0,0,0,0.003730521,0,0,0,0,0,0,0.002480286,0
20,374,20374,0,0,0.000207556,0.269896675,1.19882E-05,0,0,0,0.018856485,0,0,0,0,0,0,0.009438554,0
20,375,20375,0,0,0.003675142,0.10251991,0.000871362,0,0.045642865,0.001133673,0.001042431,0,0,0,0,0,0,0.00043882,0
20,376,20376,0,0,5.93018E-05,0.043973359,1.19882E-05,0,0,7.38671E-05,0.001396612,0,0,0,0,0,0,0.000740719,0
20,377,20377,0,2.79138E-05,0.000481828,2.120442721,0.000987469,28.18384678,0,0.006072175,0.048092043,0,0,0,0,0,0,0.056293512,0
20,378,20378,0,0.000571534,0.000444764,0.460557816,0.000224105,0,0,0.003456896,0.12623092,0,0,0,0,0,0,0.023325911,0
20,379,20379,0,0.000502448,0.000266858,0.507987886,2.39763E-05,0,0,0,0.028658478,0,0,0,0,0,0,0.014605629,0
20,380,20380,0,7.38598E-05,0.000934004,0.22770808,0.001111229,0,0,0.000231395,0.03114588,0,0,0,0,0,0,0.012212883,0
20,381,20381,0,0.000169855,0.00032616,0.254137666,0.000107893,0,0,0.000758384,0.038138199,0,0,0,0,0,0,0.009032281,0
20,382,20382,0,6.00146E-06,0.000207556,0.221836055,4.79526E-05,0,0,0,0.017428057,0,0,0,0,0,0,0.009541806,0
20,383,20383,0,2.79138E-05,0.000148255,0.112660612,1.19882E-05,0,0,0,0.025643115,0,0,0,0,0,0,0.010807762,0
20,384,20384,0,0.000521401,0.000882115,0.734400614,0.004387667,0,0,0.002591108,0.061363817,0,0,0,0,0,0,0.018948486,0
20,385,20385,0,0.002055374,0.029610429,1.445554006,0.012537599,0.549254122,0,0.013116955,0.12895412,0,0,0,0,0,0.139546434,0.009795446,0
20,386,20386,0,0.000259026,0.000392875,2.915613039,3.59645E-05,0.338675698,0,0,0.240362313,0,0,0,0,0,0,0.112432146,0
20,387,20387,0,0.002248495,0.000622669,0.290851989,8.39171E-05,0.324407625,0,0.001040975,0.152245599,0,0,0,0,0,0,0.053964736,0
20,388,20388,0,0.000644194,8.89528E-05,0.414729408,0,0,0,0,0.026135556,0,0,0,0,0,0,0.012214005,0
20,389,20389,0,0,0.000385462,0.152547801,1.19882E-05,0,0,0.000102223,0.026767048,0,0,0,0,0,0,0.010818985,0
20,390,20390,0,0,0.033946929,0.269779807,0.029894005,0,1.049785894,0.001425775,0.001763642,0,0,0,0,0,0.061824369,0.000723884,0
20,391,20391,0,0.000104481,8.89528E-05,0.5569061,7.1929E-05,0,0,0.004868626,0.03242035,0,0,0,0,0,0,0.010332579,0
20,392,20392,0,3.21008E-05,0.000333573,1.276019359,2.39763E-05,4.320738272,0,0,0.134537481,0,0,0,0,0,0,0.097664905,0
20,393,20393,0,0.001354096,0.000837639,0.553718048,4.79526E-05,0,0,0.000121825,0.047608825,0,0,0,0,0,0,0.020796243,0
20,394,20394,0,0,0.000118604,0.536782555,1.19882E-05,0,0,0.000570988,0.066938581,0,0,0,0,0,0,0.046618825,0
20,395,20395,0,0,0.000118604,0.339851909,0.000335669,0,0,0,0.049631695,0,0,0,0,0,0,0.015543873,0
20,396,20396,0,0,0.000355811,0.627538725,0.000203799,0,0,0.000354752,0.026525158,0,0,0,0,0,0,0.008869547,0
20,397,20397,0,0.000167483,0.017568173,3.072496267,0.005879571,0.242570326,0,0.075627219,0.158321333,0,0,0,0,0,0,0.053102809,0
20,398,20398,0,0.002131913,0.00241655,0.580725324,0.000891668,0,0,0.001193066,0.080761341,0,0,0,0,0,0,0.044701261,0
20,399,20399,0,0.005160137,0.009794798,0.88250056,0.007466805,0.152515557,0,0.005352163,0.0405082,0,0,0,0,0,0,0.01224543,0
20,400,20400,0,0.000277742,0.000681971,0.179899916,0.00013187,0,0,0.000241629,0.01156593,0,0,0,0,0,0,2.001138365,0
20,401,20401,0,0,0.014454826,2.03531446,0.001431135,0,0.022821432,0.032877398,0.402991749,0,0,0,0,0,0,0.180005908,0
20,402,20402,0,0,0.000563368,0.143952383,7.1929E-05,0,0,0.000518942,0.031262188,0,0,0,0,0,0,0.043051478,0
20,403,20403,0,2.95886E-05,0.001833385,0.120017062,0.00560569,0,0,0.000257618,0.012459527,0,0,0,0,0,0,0.004996037,0
20,404,20404,0,0,0.000207556,0.079242591,1.19882E-05,0,0,0.000542685,0.10554634,0,0,0,0,0,0,0.024729909,0
20,405,20405,0,4.81512E-06,0.00094883,0.255401139,0.005111247,0,0,0.000286463,0.007550674,0,0,0,0,0,0,0.004798736,0
20,406,20406,0,0,8.89528E-05,3.547347129,1.19882E-05,0,0,0.035635882,0.831013486,0,0,0,0,0,0,0.171139727,0
20,407,20407,0,0,0.001482546,0.004562895,0.000107893,0.434794165,0,0,0.081693041,0,0,0,0,0,0,0.261945127,0
20,408,20408,0,8.23456E-06,0.000148255,0.087509108,0,0,0,0,0.009264736,0,0,0,0,0,0,0.00452063,0
20,409,20409,0,0.000121215,0.007291683,0.118476378,0.027126895,0.116170177,0,2.21976E-05,0.037461909,0,0,0,0,0,0,0.012999616,0
20,410,20410,0,0,0.000266858,0.582829794,1.19882E-05,1.817269016,0,0.003755413,0.055273293,0,0,0,0,0,0,0.032086595,0
20,411,20411,0,0.000150916,0.00024462,0.061115945,3.59645E-05,0,0,0,0.02106799,0,0,0,0,0,0,4.27204779,0
20,412,20412,0,0,0.000504066,0.559340295,0.000631598,0,0,0.000167643,0.054873668,0,0,0,0,0,0,0.042636227,0
20,413,20413,0,0,0.045336263,2.113165055,0.006605223,1.512326787,0,0.004488855,0.111396744,0,0,0,7.463,0,0,0.072440734,0
20,414,20414,0,0,0.001660452,1.303290247,0.001942852,0,0,0.002759902,0.251625352,0,0,0,0,0,0,0.162329662,0
20,415,20415,0,0,0.000474415,0.752405655,5.99408E-05,0.54011671,0,0.003157792,0.13336233,0,0,0,0,0,0,0.05371783,0
20,416,20416,0,0,2.96509E-05,0.12040611,0.001246769,0,0,0,0.008182307,0,0,0,0,0,0.088320528,0.003877551,0
20,417,20417,0,0,0.000474415,1.558385004,5.99408E-05,0,0,0.268452019,1.686832653,0,0,0,0,0,0,0.252686141,0
20,418,20418,0,0,0.004751561,1.187694331,0.00045555,0,0,0.003940765,0.218443024,0,0,0,0,0,0,0.055486577,0
20,419,20419,0,0,0.00032616,0.084497371,4.79526E-05,0,0,0,0.008155366,0,0,0,0,0,0,0.003226616,0
20,420,20420,0,0.000395831,0.000118604,0.320879626,4.79526E-05,0,0,0.006302304,0.022165107,0,0,0,0,0,0,0.009467734,0
20,421,20421,0,0,0.001439919,0.263708116,0.000167834,0,0,0.006101984,0.106904031,0,0,0,0,0,0,0.018293511,0
20,422,20422,0,0.000374184,2.96509E-05,0.113884361,5.99408E-05,0,0,0.000362846,0.021406337,0,0,0,0,0,0,0.008086181,0
20,423,20423,0,2.46339E-05,5.93018E-05,0.086620973,0,0,0,0.000551458,0.011899103,0,0,0,0,0,0,0.007356461,0
20,424,20424,0,9.84797E-05,0.000177906,0.663365129,7.1929E-05,0,0,0,0.046865009,0,0,0,0,0,0,0.041525598,0
20,425,20425,0,0,0.000118604,0.459104986,1.19882E-05,0,0,0,0.045858961,0,0,0,0,0,0,0.018565108,0
20,426,20426,0,0.000414519,0.000303922,1.154334256,1.19882E-05,0,0,0,0.102750752,0,0,0,0,0,0,0.049995157,0
20,427,20427,0,0,0.002698234,0.009004797,0.000203799,0,0,0,0.107092392,0,0,0,0,0,0.098918991,0.085126555,0
20,428,20428,0,0,2.96509E-05,0.324803039,1.19882E-05,0.182417668,0,0.000843443,0.033455644,0,0,0,0,0,0,0.018113943,0
20,429,20429,0,0.000351392,0.000296509,0.247303542,0.000164164,0,0,0,0.060753834,0,0,0,0,0,0,0.021582977,0
20,430,20430,0,0,2.96509E-05,0.077717499,0.000155846,0.327783622,0,1.26246E-05,0.008004875,0,0,0,0,0,0,0.00491568,0
20,431,20431,0,0,0.000118604,0.248754014,1.19882E-05,0,0,0,0.019053967,0,0,0,0,0,0.356814932,0.013265602,0
20,432,20432,0,0,0.000333573,0.198076556,1.19882E-05,0,0,3.41944E-06,0.021724675,0,0,0,0,0,0,0.012154523,0
20,433,20433,0,0,0.000355811,0.406266615,8.39171E-05,0,0,0,0.028330107,0,0,0,0,0,0,0.019889199,0
20,434,20434,0,0,8.89528E-05,0.762992076,2.39763E-05,0,0,0,0.062697644,0,0,0,0,0,0,0.023270918,0
20,435,20435,0,0.000175229,0.000266858,0.624394233,7.1929E-05,0,0,0.00259664,0.028426739,0,0,0,0,0,0,0.015534895,0
20,436,20436,0,0.00018892,0,0.207408424,0.002621737,0,0,3.36157E-06,0.012499214,0,0,0,0,0,0,0.004864054,0
20,437,20437,0,0.000227706,0.001171212,1.412094537,0.000568091,0,0,0.383726025,0.085807247,0,0,0,0,0,0,0.033561299,0
20,438,20438,0,0,0.000266858,0.292748084,0.000244411,0,0,0.001514665,0.081140456,0,0,0,0,0,0,0.009315101,0
20,439,20439,0,0,0.012001212,3.291922526,0.001862605,0,0,0.137410095,0.32306484,0,0,0,0,0,0,0.197655218,0
20,440,20440,0,0,0.000148255,0.198206979,0,0,0,9.77018E-05,0.007527798,0,0,0,0,0,0,0.002614962,0
20,441,20441,0,0,0.014669795,0.848262669,0.005982093,0,0,0.009814513,0.133591913,0,0,0,0,0,0,0.0324794,0
20,442,20442,0,0,5.93018E-05,0.04825374,0,0,0,3.07521E-05,0.001896838,0,0,0,0,0,0,0.001139136,0
20,443,20443,0,0,5.93018E-05,0.09060053,1.19882E-05,0,0,1.9502E-05,0.006463327,0,0,0,0,0,0,0.002732804,0
20,444,20444,0,0.000111655,0.000118604,0.084081895,0,0,0,0,0.004494957,0,0,0,0,0,0,0.003088573,0
20,445,20445,0,1.33986E-05,0,0.252159523,0.000179822,0,0,0,0.03660707,0,0,0,0,0,0,0.019114363,0
20,446,20446,0,2.79138E-05,8.89528E-05,1.145475007,1.19882E-05,0,0,0,0.045061965,0,0,0,0,0,0,0.034124694,0
20,447,20447,0,2.51224E-05,0.001801294,2.579337948,0.000335669,0.060639308,0,0.014231356,0.231543295,0,0,0,0,0,0,0.111165067,0
20,448,20448,0,0,8.89528E-05,0.279493924,1.19882E-05,0,0,0.025252768,0.03832552,0,0,0,0,0,0,0.016856966,0
20,449,20449,0,0.000459991,0.000889528,0.405390769,0.000107893,0,0,0.001853585,0.149688072,0,0,0,0,0,0,0.032919791,0
20,450,20450,0,2.40477E-05,0.000237207,1.912644742,3.59645E-05,0,0.022821432,0,0.105745367,0,0,0,0,0,0,0.046375735,0
20,451,20451,0,2.4285E-05,5.93018E-05,0.202292282,0.00026374,0,0,0,0.029056341,0,0,0,0,0,0,0.009538439,0
20,452,20452,0,0.00020726,0.002609281,0.597019189,9.59053E-05,0,0,0.000620728,0.087914005,0,0,0,0,0,0.105984633,0.033796982,0
20,453,20453,0,0,0.001430657,0.507197249,9.59053E-05,0.434794165,0,0.001883184,0.039697138,0,0,0,0,0,0,0.007833663,0
20,454,20454,0,0,8.89528E-05,0.561890453,3.59645E-05,0,0,0,0.049595949,0,0,0,0,0,0,0.035543283,0
20,455,20455,0,0.000106072,0.000296509,0.392551745,0.000191811,0,0,0.009153393,0.009586837,0,0,0,0,0,0,0.00563732,0
20,456,20456,0,1.18633E-05,0.000207556,0.161624293,0.001438579,0,0,5.19549E-05,0.001736675,0,0,0,0,0,0,0.000990319,0
20,457,20457,0,0,8.89528E-05,0.609280534,2.39763E-05,0,0,0.001134331,0.101305824,0,0,0,0,0,0,0.048445483,0
20,458,20458,0,0,8.89528E-05,0.195632391,2.39763E-05,0,0,0.000321045,0.015374532,0,0,0,0,0,0,0.011189344,0
20,459,20459,0,5.9875E-05,0.001401006,0.635721034,0.000119882,0,0,0.004440491,0.018001886,0,0,0,0,0,0,0.021929768,0
20,460,20460,0,0,0.000296509,0.905781563,7.1929E-05,0,0,0.014196245,0.14777196,0,0,0,0,0,0,0.091130867,0
20,461,20461,0,0,0.000118604,0.101204202,0,0,0,0.000624215,0.010458009,0,0,0,0,0,0,0.003445465,0
20,462,20462,0,0.000551297,0.000904353,0.407802552,0.000224105,0,0,0.001170427,0.030900246,0,0,0,0,0,0,0.012199415,0
20,463,20463,0,1.28403E-05,0.000177906,0.109006909,1.19882E-05,0,0,0,0.032953091,0,0,0,0,0,0.243764656,0.012605913,0
20,464,20464,0,0,0.000207556,0.06475974,0.000583646,0,0,0.007436737,0.019488921,0,0,0,0,0,0,0.008085059,0
20,465,20465,0,0,0.000296509,0.273838819,0,0,0,0.000176624,0.017840092,0,0,0,0,0,0,0.019561712,0
20,466,20466,0,0,0.000118604,2.035983089,2.39763E-05,6.397524403,0,0.009634322,0.228674224,0,0,0,0,0,0,0.100838773,0
