GRIDCODE,CVENTMUN,POB URBANA en CELL,POBTOT en MUN,Furb
172177,15062,905,48605,0.018619484
172179,15062,35,48605,0.000720091
172180,15062,119,48605,0.002448308
172185,9012,671,641548,0.001045908
172186,9012,353,641548,0.000550232
172187,9012,37,641548,0.000057673
172188,9012,21,641548,3.27333E-05
172189,9013,1036,407884,0.002539938
172190,9013,2379,407884,0.005832541
172191,9013,44,407884,0.000107874
172192,9013,208,407884,0.000509949
172193,9013,15,407884,3.67752E-05
172194,9011,7,356315,1.96455E-05
172195,9011,97,356315,0.000272231
172196,15025,506,298222,0.001696723
172197,15083,21,5633,0.003728031
172198,15083,10,5633,0.001775253
172199,15103,19,35659,0.000532825
172200,15103,111,35659,0.003112819
172201,15103,4,35659,0.000112174
172202,15103,2821,35659,0.079110463
172210,21048,2,16525,0.000121029
172211,21048,1449,16525,0.087685325
172212,21048,930,16525,0.056278366
172213,21048,0,16525,0
172214,21074,20,47970,0.000416927
172215,21074,6,47970,0.000125078
172216,29023,3089,12869,0.240034191
172217,29023,1069,12869,0.083067837
172218,29032,17,8114,0.002095144
172219,29054,250,5007,0.049930098
172220,29059,2127,4455,0.477441077
172221,29059,841,4455,0.188776655
172222,29041,113,26844,0.004209507
172231,29037,189,6280,0.030095541
172232,29037,366,6280,0.058280255
172234,21104,268,19413,0.013805182
172235,21104,587,19413,0.03023747
172264,30071,852,31305,0.0272161
172267,30043,1421,6253,0.22725092
172268,30043,598,6253,0.095634096
172269,30043,551,6253,0.088117704
172289,30193,12,520708,2.30455E-05
172290,30193,904,520708,0.001736098
172291,30193,1667,520708,0.00320141
172292,30193,187,520708,0.000359126
172293,30028,4,136454,2.93139E-05
172294,30028,2386,136454,0.017485746
172295,30028,97,136454,0.000710862
173057,14022,192,33213,0.005780869
173058,14022,4,33213,0.000120435
173085,6010,244,117600,0.00207483
173086,6010,1633,117600,0.013886054
173087,6010,1636,117600,0.013911565
173088,6002,0,137383,0
173089,6002,0,137383,0
173099,14065,19,6838,0.00277859
173208,15041,958,963,0.994807892
173214,15032,1105,9606,0.115032271
173215,15032,314,9606,0.032687903
173216,15007,2,1349,0.00148258
173217,15007,55,1349,0.040770941
173222,15118,64,124724,0.000513133
173223,15118,2387,124724,0.019138257
173225,15118,315,124724,0.002525576
173226,15118,776,124724,0.006221738
173227,15118,13,124724,0.00010423
173228,15106,1,758364,1.31863E-06
173229,15106,280,758364,0.000369216
173230,15106,0,758364,0
173231,15106,3060,758364,0.004035002
173232,15076,2681,72090,0.037189624
173233,15076,4200,72090,0.058260508
173234,15076,2192,72090,0.030406436
173235,15062,8941,48605,0.183952268
173236,15062,3373,48605,0.069396153
173237,15062,126,48605,0.002592326
173238,15062,18,48605,0.000370332
173239,15062,8,48605,0.000164592
173243,9012,226,641548,0.000352273
173244,9012,5408,641548,0.008429611
173245,9012,5592,641548,0.008716417
173246,9012,3565,641548,0.005556872
173247,9012,111,641548,0.000173019
173248,9013,665,407884,0.001630365
173249,9013,2306,407884,0.005653568
173250,9013,3677,407884,0.009014818
173251,9013,0,407884,0
173252,9013,616,407884,0.001510233
173253,15122,2979,356352,0.008359712
173254,15122,2149,356352,0.006030554
173255,15122,312,356352,0.000875539
173256,15025,1774,298222,0.005948589
173257,15025,257,298222,0.000861774
173258,15025,5,298222,0.000016766
173259,15025,1948,298222,0.006532047
173268,21143,82,24315,0.003372404
173269,21122,20,6166,0.003243594
173270,21122,2504,6166,0.406097957
173271,21132,229,137754,0.001662384
173272,21132,502,137754,0.003644177
173273,21132,3476,137754,0.025233387
173274,29023,1304,12869,0.101328775
173275,29023,306,12869,0.023778071
173276,29057,1258,4261,0.29523586
173277,29051,273,3485,0.078335725
173278,29054,1550,5007,0.309566607
173279,29054,475,5007,0.094867186
173280,29060,86,4436,0.019386835
173281,29028,2406,18852,0.127625716
173290,29037,104,6280,0.01656051
173291,29016,12,6741,0.001780151
173293,21104,132,19413,0.006799567
173294,21117,1606,14052,0.114289781
173295,21128,49,4821,0.010163866
173319,21050,273,2812,0.097083926
173320,21050,2539,2812,0.902916074
173323,30188,12,3802,0.003156234
173324,30146,1067,1067,1
173327,30179,349,2401,0.145356102
173328,30179,795,2401,0.331112037
173348,30193,51,520708,9.79436E-05
173349,30193,197,520708,0.000378331
173350,30193,224,520708,0.000430184
173351,30193,26,520708,0.000049932
173352,30028,215,136454,0.001575623
173353,30028,97,136454,0.000710862
173354,30028,346,136454,0.002535653
174144,6003,0,13892,0
174145,6010,27,117600,0.000229592
174146,6010,348,117600,0.002959184
174261,16046,550,3639,0.151140423
174270,15032,56,9606,0.00582969
174271,15032,465,9606,0.048407245
174273,15032,3111,9606,0.323860087
174274,15032,466,9606,0.048511347
174282,15118,1174,124724,0.009412783
174283,15118,30,124724,0.000240531
174284,15118,109,124724,0.00087393
174285,15118,964,124724,0.007729066
174286,15118,193,124724,0.001547417
174287,15118,1735,124724,0.013910715
174288,15106,1956,758364,0.002579236
174289,15106,924,758364,0.001218412
174290,15106,10,758364,1.31863E-05
174291,15106,0,758364,0
174292,15106,560,758364,0.000738432
174293,15076,2602,72090,0.036093772
174294,15051,1030,79343,0.012981611
174295,15062,1167,48605,0.024009876
174302,9012,373,641548,0.000581406
174303,9012,2594,641548,0.004043345
174304,9012,1282,641548,0.001998292
174305,9012,892,641548,0.001390387
174306,9012,303,641548,0.000472295
174307,9012,57,641548,8.88476E-05
174308,9013,2154,407884,0.005280913
174309,9011,2105,356315,0.005907694
174310,9011,3527,356315,0.009898545
174311,9011,1589,356315,0.004459537
174312,15122,2971,356352,0.008337262
174313,15122,3139,356352,0.008808706
174314,15122,3204,356352,0.00899111
174315,15039,0,458914,0
174316,15039,1274,458914,0.002776119
174317,15039,1594,458914,0.003473418
174318,15025,319,298222,0.001069673
174326,21180,74,25826,0.00286533
174327,21143,936,24315,0.038494756
174328,21143,10,24315,0.000411269
174329,21132,749,137754,0.005437229
174330,21132,2216,137754,0.016086647
174331,21132,1104,137754,0.008014286
174332,29019,1787,17656,0.101212053
174333,29019,2546,17656,0.144200272
174335,29057,331,4261,0.077681295
174336,29049,1634,5033,0.324657262
174337,29053,12,6687,0.001794527
174338,29060,208,4436,0.046889089
174339,29060,1868,4436,0.42110009
174340,29050,1974,9858,0.200243457
174341,29050,540,9858,0.054777845
174349,29016,3,6741,0.000445038
174350,29016,53,6741,0.007862335
174352,21117,11,14052,0.000782807
174353,21117,0,14052,0
174354,21128,730,4821,0.151420867
174355,21128,5,4821,0.001037129
174373,21058,4,7897,0.000506521
174374,21058,14,7897,0.001772825
174375,21058,19,7897,0.002405977
174382,30188,1355,3802,0.356391373
174383,30188,5,3802,0.001315097
174406,30193,1,520708,1.92046E-06
174407,30193,4,520708,7.68185E-06
174408,30193,3325,520708,0.006385537
174409,30193,3364,520708,0.006460435
174410,30193,1666,520708,0.00319949
174411,30193,232,520708,0.000445547
174412,30193,129,520708,0.00024774
175203,6003,4,13892,0.000287936
175204,6003,325,13892,0.02339476
175209,6005,568,20064,0.02830941
175210,6005,211,20064,0.010516348
175252,16083,20,6747,0.00296428
175253,16083,154,6747,0.022824959
175268,16087,2378,6440,0.369254658
175269,16087,42,6440,0.006521739
175320,16046,474,3639,0.130255565
175329,15032,273,9606,0.028419738
175330,15032,2706,9606,0.281698938
175343,15118,78,124724,0.000625381
175344,15118,2313,124724,0.018544947
175345,15118,722,124724,0.005788782
175346,15106,39,758364,5.14265E-05
175347,15106,660,758364,0.000870294
175348,15106,896,758364,0.001181491
175349,15106,153,758364,0.00020175
175350,15106,4681,758364,0.006172498
175351,15106,0,758364,0
175352,15106,45,758364,5.93383E-05
175353,15051,1514,79343,0.019081709
175354,15051,1096,79343,0.013813443
175355,15051,1,79343,1.26035E-05
175358,9004,1240,183528,0.006756462
175359,9004,1973,183528,0.010750403
175360,9010,217,726664,0.000298625
175361,9008,2793,238428,0.011714228
175362,9012,1640,641548,0.002556317
175363,9012,1041,641548,0.001622638
175364,9012,389,641548,0.000606346
175365,9012,1558,641548,0.002428501
175366,9012,535,641548,0.00083392
175367,9012,41,641548,6.39079E-05
175368,9011,5312,356315,0.014908157
175369,9011,5871,356315,0.016476994
175370,9011,129,356315,0.000362039
175371,9011,298,356315,0.000836339
175372,15122,660,356352,0.001852101
175373,15122,882,356352,0.002475081
175374,15039,569,458914,0.001239884
175375,15039,33,458914,7.19089E-05
175376,15039,12,458914,2.61487E-05
175378,15039,41,458914,8.93414E-05
175385,21180,623,25826,0.024122977
175386,21180,859,25826,0.033261055
175387,21134,8,14220,0.000562588
175388,21132,70,137754,0.000508152
175389,21132,1608,137754,0.011672982
175390,21132,3094,137754,0.022460328
175391,29019,2338,17656,0.132419574
175392,29015,7,24834,0.000281872
175393,29056,1605,6848,0.234375
175394,29056,24,6848,0.003504673
175395,29049,64,5033,0.012716074
175396,29033,371,89769,0.00413283
175397,29060,165,4436,0.037195672
175398,29060,15,4436,0.003381425
175399,29048,2140,16834,0.127123678
175400,29010,157,61498,0.002552929
175406,29013,4,69425,5.76161E-05
175407,29013,41,69425,0.000590565
175408,29013,3102,69425,0.044681311
175411,21117,7,14052,0.00049815
175412,29008,5,8398,0.00059538
175413,29008,49,8398,0.005834723
175428,21067,21,10035,0.002092676
175432,21058,1265,7897,0.160187413
175433,21058,394,7897,0.049892364
175434,21058,903,7897,0.11434722
175435,21116,1567,1567,1
175444,30162,1949,1949,1
175466,30193,1505,520708,0.002890296
175467,30193,2062,520708,0.003959993
175468,30193,204,520708,0.000391774
175469,30193,0,520708,0
175470,30193,0,520708,0
175471,30193,7,520708,1.34432E-05
176265,6003,488,13892,0.035128131
176288,14049,130,1519,0.08558262
176289,14049,998,1519,0.657011192
176322,16102,190,294005,0.000646248
176323,16102,32,294005,0.000108842
176327,16087,3,6440,0.000465839
176388,15032,6,9606,0.00062461
176389,15032,124,9606,0.012908599
176400,15005,8,59119,0.00013532
176401,15005,2279,59119,0.038549367
176402,15005,438,59119,0.007408786
176403,15005,4199,59119,0.071026235
176404,15005,3554,59119,0.060116037
176405,15106,234,758364,0.000308559
176406,15106,3523,758364,0.004645526
176407,15106,84,758364,0.000110765
176408,15106,171,758364,0.000225485
176409,15106,790,758364,0.001041716
176410,15106,0,758364,0
176412,15051,853,79343,0.010750791
176413,15051,2191,79343,0.027614282
176414,15051,158,79343,0.001991354
176416,15037,246,211875,0.001161062
176417,9004,1290,183528,0.0070289
176418,9004,4572,183528,0.02491173
176419,9010,152,726664,0.000209175
176420,9008,45,238428,0.000188736
176421,9008,1081,238428,0.004533863
176422,9008,896,238428,0.003757948
176423,9010,18,726664,2.47707E-05
176424,9003,31,620414,4.99666E-05
176425,9003,0,620414,0
176426,9007,2435,1815785,0.001341018
176427,9007,1232,1815785,0.000678494
176428,9007,3065,1815785,0.001687975
176429,9007,1336,1815785,0.00073577
176430,9011,475,356315,0.00133309
176431,15122,1158,356352,0.003249596
176432,15039,2462,458914,0.00536484
176433,15039,10,458914,2.17906E-05
176434,15039,344,458914,0.000749596
176435,15039,0,458914,0
176437,15039,2595,458914,0.005654654
176438,15039,422,458914,0.000919562
176443,21180,36,25826,0.001393944
176444,21180,284,25826,0.01099667
176446,21134,4259,14220,0.299507736
176447,21134,1622,14220,0.114064698
176448,21132,40,137754,0.000290373
176450,29019,198,17656,0.011214318
176451,29015,16,24834,0.000644278
176452,29056,8,6848,0.001168224
176453,29024,3471,14671,0.23658919
176454,29036,0,10992,0
176455,29036,320,10992,0.029112082
176456,29036,2455,10992,0.22334425
176457,29033,676,89769,0.007530439
176458,29018,1536,30198,0.050864296
176459,29018,1374,30198,0.045499702
176460,29026,414,13959,0.029658285
176461,29052,0,5381,0
176462,29052,1,5381,0.000185839
176465,29013,121,69425,0.001742888
176466,29013,2370,69425,0.034137559
176467,29013,3711,69425,0.053453367
176468,29013,36,69425,0.000518545
176471,29008,3,8398,0.000357228
176472,29008,23,8398,0.002738747
176473,29008,46,8398,0.005477495
176475,29007,666,14249,0.046740122
176476,29007,544,14249,0.038178118
176477,29007,0,14249,0
176481,21137,738,6174,0.119533528
176487,21067,1314,10035,0.130941704
176488,21093,288,761,0.378449409
176489,21093,473,761,0.621550591
176518,30126,131,10183,0.012864578
176519,30126,19,10183,0.001865855
176520,30126,1325,10183,0.130118825
177311,6008,17,4588,0.003705318
177312,6008,1211,4588,0.263949433
177323,6003,393,13892,0.028289663
177324,6003,1240,13892,0.089260006
177328,6005,2394,20064,0.119318182
177329,6005,113,20064,0.005631978
177348,14049,3,1519,0.001974984
177380,16102,0,294005,0
177381,16102,646,294005,0.002197242
177382,16102,3590,294005,0.012210677
177383,16102,40,294005,0.000136052
177386,16111,32,7295,0.004386566
177395,16079,111,24414,0.004546572
177396,16079,4192,24414,0.17170476
177397,16079,121,24414,0.004956173
177408,16049,82,6577,0.01246769
177409,16049,0,6577,0
177448,15111,1354,6134,0.220736876
177449,15111,2158,6134,0.351809586
177450,15111,868,6134,0.141506358
177460,15005,878,59119,0.014851401
177461,15005,2719,59119,0.045991982
177462,15005,2804,59119,0.04742976
177463,15106,216,758364,0.000284824
177464,15106,1246,758364,0.00164301
177465,15106,368,758364,0.000485255
177466,15106,1183,758364,0.001559937
177467,15106,2059,758364,0.002715055
177468,15106,0,758364,0
177469,15106,1245,758364,0.001641692
177470,15051,59,79343,0.000743607
177471,15051,1234,79343,0.015552727
177472,15051,3350,79343,0.042221746
177473,15051,263,79343,0.003314722
177475,15037,13,211875,6.13569E-05
177476,15037,2595,211875,0.012247788
177477,9004,5527,183528,0.030115296
177478,9004,2331,183528,0.012701059
177479,9010,4214,726664,0.005799104
177480,9010,2637,726664,0.003628912
177481,9014,31,385441,8.04274E-05
177482,9014,4885,385441,0.012673794
177483,9014,1509,385441,0.003914996
177484,9006,1360,384329,0.003538635
177485,9007,499,1815785,0.000274812
177486,9007,690,1815785,0.000380001
177487,9007,4217,1815785,0.002322412
177488,9007,4491,1815785,0.00247331
177489,9007,40,1815785,0.000022029
177490,15070,2503,251895,0.00993668
177491,15070,299,251895,0.001187003
177492,15031,34,612383,5.55208E-05
177493,15039,2680,458914,0.005839874
177494,15039,1519,458914,0.003309988
177499,15039,48,458914,0.000104595
177500,15039,94,458914,0.000204831
177502,21180,141,25826,0.005459614
177503,21180,769,25826,0.029776195
177504,21134,1235,14220,0.086849508
177505,21134,1864,14220,0.131082982
177507,29015,79,24834,0.003181123
177510,29015,48,24834,0.001932834
177512,29015,894,24834,0.035999034
177514,29036,7,10992,0.000636827
177515,29033,69,89769,0.00076864
177516,29033,449,89769,0.005001727
177517,29026,300,13959,0.021491511
177518,29026,149,13959,0.010674117
177519,29026,510,13959,0.036535568
177520,29052,0,5381,0
177521,29052,1432,5381,0.266121539
177522,29052,124,5381,0.023044044
177525,29013,203,69425,0.002924019
177526,29013,90,69425,0.001296363
177527,29013,73,69425,0.001051494
177529,29013,383,69425,0.005516745
177534,29007,149,14249,0.010456874
177535,29007,29,14249,0.002035231
177536,29007,709,14249,0.049757878
177540,21137,1,6174,0.00016197
177561,30024,4009,4528,0.885379859
177562,30024,519,4528,0.114620141
177577,30126,28,10183,0.002749681
177578,30126,644,10183,0.063242659
178371,6008,86,4588,0.018744551
178388,14103,182,6471,0.028125483
178389,14103,9,6471,0.001390821
178437,16058,40,14772,0.002707826
178438,16058,92,14772,0.006227999
178439,16102,274,294005,0.000931957
178440,16102,1776,294005,0.006040714
178441,16102,649,294005,0.002207445
178442,16102,1633,294005,0.005554327
178445,16111,515,7295,0.070596299
178446,16111,199,7295,0.027278958
178454,16079,0,24414,0
178455,16079,105,24414,0.004300811
178456,16079,1260,24414,0.051609732
178457,16079,49,24414,0.002007045
178498,16112,70,90520,0.00077331
178499,16112,1852,90520,0.020459567
178500,16112,599,90520,0.006617322
178501,16112,1067,90520,0.01178745
178502,16112,741,90520,0.008186036
178508,15111,306,6134,0.049885882
178522,15106,375,758364,0.000494485
178523,15106,71,758364,9.36226E-05
178524,15106,2598,758364,0.003425796
178525,15106,0,758364,0
178526,15067,1041,39213,0.026547318
178527,15087,2587,36656,0.070575076
178528,15115,2909,31336,0.092832525
178529,15115,6,31336,0.000191473
178530,15115,921,31336,0.029391116
178533,15037,102,211875,0.000481416
178534,15037,209,211875,0.000986431
178535,15037,3319,211875,0.015664897
178536,15037,5796,211875,0.027355752
178537,9004,34,183528,0.000185258
178538,9010,178,726664,0.000244955
178539,9010,4838,726664,0.006657823
178540,9014,4151,385441,0.010769482
178541,9014,1968,385441,0.00510584
178542,9014,5322,385441,0.013807561
178543,9015,791,531829,0.00148732
178544,9006,2563,384329,0.006668766
178545,9006,3021,384329,0.007860453
178546,9007,3014,1815785,0.001659888
178547,9007,881,1815785,0.00048519
178548,15070,3486,251895,0.0138391
178549,15070,257,251895,0.001020266
178550,15070,713,251895,0.002830544
178551,15031,197,612383,0.000321694
178552,15039,3820,458914,0.008324
178553,15039,629,458914,0.001370627
178563,21134,42,14220,0.002953586
178564,21134,3,14220,0.00021097
178565,29015,219,24834,0.008818555
178566,29015,38,24834,0.00153016
178572,29024,889,14671,0.060595733
178573,29024,627,14671,0.042737373
178575,29043,473,28123,0.016818974
178576,29043,73,28123,0.00259574
178577,29038,83,11983,0.006926479
178578,29038,193,11983,0.01610615
178579,29038,20,11983,0.001669031
178580,29052,10,5381,0.001858391
178581,29052,12,5381,0.002230069
178582,29035,0,5564,0
178585,29013,457,69425,0.006582643
178588,29013,2505,69425,0.036082103
178611,30025,2,6766,0.000295596
178612,30025,22,6766,0.003251552
178613,30079,606,2629,0.230505896
178616,30046,9,4617,0.001949318
178617,30046,3053,4617,0.661251895
178618,30046,634,4617,0.137318605
178625,30088,2955,2955,1
178626,30017,4,686,0.005830904
178627,30017,7,686,0.010204082
178635,30134,347,8079,0.04295086
179448,14103,26,6471,0.004017926
179449,14103,540,6471,0.083449235
179498,16102,623,294005,0.002119012
179499,16102,273,294005,0.000928556
179500,16102,481,294005,0.001636027
179501,16102,303,294005,0.001030595
179505,16111,2138,7295,0.29307745
179554,16047,33,5073,0.006505027
179557,16112,27,90520,0.000298277
179558,16112,962,90520,0.010627486
179559,16112,2268,90520,0.025055236
179560,16112,178,90520,0.001966416
179561,16112,134,90520,0.001480336
179568,15111,1448,6134,0.236061298
179571,15114,741,3827,0.193624249
179581,15106,33,758364,4.35147E-05
179585,15087,227,36656,0.006192711
179586,15087,17,36656,0.000463771
179587,15067,1739,39213,0.044347538
179588,15115,817,31336,0.026072249
179589,15115,3045,31336,0.097172581
179593,15037,420,211875,0.001982301
179594,15057,217,809372,0.000268109
179595,15037,0,211875,0
179596,15057,4545,809372,0.005615465
179597,9016,214,372889,0.000573897
179598,9016,58,372889,0.000155542
179599,9016,0,372889,0
179600,9015,1165,531829,0.002190554
179601,9015,23,531829,0.000043247
179602,9015,1391,531829,0.002615502
179603,9006,2678,384329,0.006967988
179604,9006,4318,384329,0.011235166
179605,15058,6086,1104586,0.005509757
179606,15058,4002,1104586,0.003623077
179607,15058,19,1104586,0.000017201
179608,15031,6133,612383,0.010014974
179609,15099,948,216861,0.004371464
179610,15099,49,216861,0.000225951
179631,29024,16,14671,0.001090587
179632,29040,23,3522,0.00653038
179633,29040,844,3522,0.23963657
179634,29043,262,28123,0.009316218
179635,29043,1812,28123,0.064431248
179636,29043,38,28123,0.001351207
179637,29038,3065,11983,0.25577902
179638,29039,232,20012,0.011593044
179639,29039,1971,20012,0.098490905
179640,29039,758,20012,0.037877274
179641,29035,1,5564,0.000179727
179644,29013,270,69425,0.003889089
179654,21108,622,9957,0.062468615
179655,21108,82,9957,0.008235412
179670,30025,0,6766,0
179671,30025,53,6766,0.007833284
179672,30079,548,2629,0.208444275
179687,30065,127,26792,0.004740221
179688,30065,2030,26792,0.075768886
179691,30065,4005,26792,0.149484921
179698,30016,347,19092,0.018175152
180478,14027,191,2597,0.0735464
180514,14087,252,12411,0.020304569
180515,14087,5,12411,0.000402868
180577,16066,439,65686,0.006683312
180578,16066,440,65686,0.006698535
180583,16001,310,6733,0.046041883
180584,16001,20,6733,0.002970444
180613,16047,2245,5073,0.442538932
180618,16112,1,90520,1.10473E-05
180638,15005,1383,59119,0.023393494
180639,15005,1852,59119,0.031326646
180642,15106,3891,758364,0.005130782
180643,15087,1276,36656,0.034810127
180644,15087,1604,36656,0.043758184
180645,15087,332,36656,0.00905718
180646,15067,793,39213,0.020222885
180647,15067,413,39213,0.010532221
180648,15067,77,39213,0.001963635
180653,15057,3691,809372,0.004560326
180654,15057,1533,809372,0.001894061
180655,15057,2816,809372,0.003479241
180656,15057,397,809372,0.000490504
180657,9016,406,372889,0.001088796
180658,9002,382,414710,0.000921126
180659,9002,2002,414710,0.00482747
180660,9015,486,531829,0.000913828
180661,9015,4134,531829,0.007773175
180662,9005,2940,1185772,0.002479397
180663,9005,2896,1185772,0.002442291
180664,15058,780,1104586,0.000706147
180665,15031,1679,612383,0.002741748
180666,15031,1,612383,1.63296E-06
180667,15031,7838,612383,0.01279918
180668,15099,2391,216861,0.011025496
180669,15099,438,216861,0.002019727
180670,15099,92,216861,0.000424235
180685,29012,44,2445,0.01799591
180692,29040,169,3522,0.0479841
180693,29043,454,28123,0.01614337
180694,29043,1588,28123,0.056466238
180695,29043,1391,28123,0.049461295
180696,29038,2,11983,0.000166903
180697,29039,20,20012,0.0009994
180698,29039,60,20012,0.002998201
180699,29039,469,20012,0.023435938
180706,29004,14,3826,0.003659174
180707,29004,204,3826,0.053319394
180708,29004,1,3826,0.00026137
180735,30164,286,9967,0.028694692
180736,30164,4905,9967,0.492124009
180739,30038,1,69902,1.43057E-05
180740,30038,251,69902,0.003590741
180747,30065,1079,26792,0.040273216
180750,30065,44,26792,0.001642281
180756,30016,418,19092,0.021893987
180757,30016,791,19092,0.041430966
181526,14043,2,7891,0.000253453
181527,14043,0,7891,0
181528,14043,94,7891,0.011912305
181574,14087,0,12411,0
181604,16068,1,15434,0.000064792
181605,16068,297,15434,0.019243229
181624,16090,1987,12723,0.156173858
181625,16090,201,12723,0.015798161
181627,16066,253,65686,0.003851658
181628,16066,154,65686,0.002344487
181632,16066,32,65686,0.000487166
181633,16066,64,65686,0.000974332
181634,16066,0,65686,0
181636,16066,55,65686,0.000837317
181637,16066,99,65686,0.00150717
181642,16001,33,6733,0.004901233
181643,16001,15,6733,0.002227833
181697,15005,350,59119,0.005920263
181698,15005,445,59119,0.007527191
181701,15106,1938,758364,0.002555501
181702,15106,0,758364,0
181703,15087,607,36656,0.016559363
181704,15087,1563,36656,0.042639677
181705,15087,376,36656,0.010257529
181706,15067,969,39213,0.024711193
181712,15057,3864,809372,0.004774072
181714,15057,1337,809372,0.001651898
181715,15057,2305,809372,0.002847887
181716,9002,637,414710,0.001536013
181717,9002,56,414710,0.000135034
181718,9002,3062,414710,0.007383473
181719,9002,2110,414710,0.005087893
181720,9015,193,531829,0.000362899
181721,9005,7008,1185772,0.005910074
181722,9005,74,1185772,6.24066E-05
181723,15058,2261,1104586,0.002046921
181727,15099,4384,216861,0.020215714
181728,15099,487,216861,0.002245678
181729,15099,1426,216861,0.006575641
181730,15099,2990,216861,0.013787634
181731,15099,2,216861,9.2225E-06
181732,15099,69,216861,0.000318176
181744,29012,539,2445,0.220449898
181746,29014,2,7809,0.000256115
181747,29014,20,7809,0.002561147
181749,29014,2,7809,0.000256115
181751,29011,4,2034,0.001966568
181752,29011,24,2034,0.01179941
181753,29043,464,28123,0.016498951
181754,29031,35,25129,0.001392813
181755,29031,1119,25129,0.044530224
181756,29031,549,25129,0.021847268
181760,29030,503,8100,0.062098765
181761,29030,52,8100,0.006419753
181766,29004,0,3826,0
181769,21094,14,15536,0.000901133
181770,21094,28,15536,0.001802266
181780,21170,1680,3933,0.427154844
181793,30092,2019,25908,0.077929597
181794,30092,2,25908,7.71962E-05
181795,30092,5,25908,0.000192991
181796,30038,695,69902,0.009942491
181797,30038,3099,69902,0.044333495
181798,30038,2368,69902,0.033875998
181799,30038,1887,69902,0.026994936
181816,30016,66,19092,0.003456945
182586,14043,0,7891,0
182663,16068,0,15434,0
182664,16068,299,15434,0.019372813
182674,16102,1495,294005,0.005084948
182675,16102,449,294005,0.001527185
182676,16102,646,294005,0.002197242
182677,16102,14,294005,4.76182E-05
182686,16066,589,65686,0.008966903
182687,16066,52,65686,0.000791645
182691,16066,245,65686,0.003729866
182692,16066,3486,65686,0.05307067
182693,16066,400,65686,0.006089578
182698,16039,29,3007,0.009644164
182701,16001,63,6733,0.009356899
182702,16001,0,6733,0
182721,16034,117,76499,0.001529432
182722,16034,283,76499,0.003699395
182726,16034,936,76499,0.012235454
182727,16034,49,76499,0.000640531
182763,15087,451,36656,0.012303579
182764,15087,494,36656,0.013476648
182769,15046,1452,7846,0.185062452
182770,15046,388,7846,0.04945195
182771,15046,765,7846,0.097501912
182773,15057,13,809372,1.60618E-05
182774,15057,4070,809372,0.00502859
182775,9002,2972,414710,0.007166454
182776,9002,148,414710,0.000356876
182777,9002,451,414710,0.001087507
182778,9002,46,414710,0.000110921
182779,9005,172,1185772,0.000145053
182780,9005,3397,1185772,0.0028648
182781,9005,123,1185772,0.00010373
182782,15058,1094,1104586,0.000990416
182786,15099,0,216861,0
182787,15099,3448,216861,0.015899585
182788,15099,125,216861,0.000576406
182789,15099,33,216861,0.000152171
182790,15099,550,216861,0.002536187
182791,15099,2296,216861,0.010587427
182792,15099,2,216861,9.2225E-06
182799,29021,3745,12177,0.307547015
182801,29020,296,7809,0.037904981
182802,29020,0,7809,0
182803,29012,108,2445,0.044171779
182805,29014,702,7809,0.089896274
182806,29014,46,7809,0.005890639
182807,29014,680,7809,0.087079011
182808,29055,350,2642,0.132475397
182809,29055,1314,2642,0.497350492
182810,29011,0,2034,0
182811,29011,149,2034,0.073254671
182812,29031,426,25129,0.016952525
182813,29031,285,25129,0.011341478
182814,29031,357,25129,0.014206693
182819,29030,434,8100,0.053580247
182820,29030,389,8100,0.048024691
182821,29030,0,8100,0
182828,21094,686,15536,0.04415551
182829,21094,1559,15536,0.10034758
182839,21170,92,3933,0.023391813
182845,30025,189,6766,0.027933787
182846,30025,3507,6766,0.518326929
182852,30092,4,25908,0.000154392
182853,30038,765,69902,0.010943893
182854,30038,1205,69902,0.01723842
182855,30038,1536,69902,0.02197362
182857,30065,16,26792,0.000597193
182858,30065,15,26792,0.000559869
182873,30191,171,17648,0.009689483
182874,30191,946,17648,0.053603808
182875,30191,46,17648,0.002606528
183650,14021,4,17733,0.000225568
183651,14021,42,17733,0.002368466
183674,14122,32,3530,0.009065156
183689,14108,12,27523,0.000435999
183690,14108,103,27523,0.003742325
183729,16102,4215,294005,0.014336491
183730,16102,43,294005,0.000146256
183735,16102,2741,294005,0.009322971
183736,16102,1500,294005,0.005101954
183739,16056,1094,24484,0.044682241
183740,16056,86,24484,0.003512498
183741,16056,656,24484,0.026793008
183744,16090,182,12723,0.014304802
183750,16066,93,65686,0.001415827
183751,16066,38,65686,0.00057851
183757,16039,641,3007,0.213169272
183758,16048,6,2494,0.002405774
183780,16034,286,76499,0.003738611
183781,16034,619,76499,0.008091609
183785,16034,638,76499,0.008339978
183786,16034,133,76499,0.001738585
183790,16098,429,9122,0.04702916
183791,16098,434,9122,0.047577286
183797,16061,3,6795,0.000441501
183798,16061,1,6795,0.000147167
183807,15074,449,47414,0.009469777
183808,15074,1865,47414,0.039334374
183809,15074,14,47414,0.000295271
183812,15042,227,84070,0.002700131
183813,15042,88,84070,0.001046747
183814,15042,271,84070,0.003223504
183815,15042,2731,84070,0.032484834
183816,15042,718,84070,0.008540502
183821,15047,32,6718,0.004763322
183828,15046,521,7846,0.066403263
183829,15046,882,7846,0.112413969
183831,15013,2420,488274,0.004956234
183832,15057,168,809372,0.000207568
183833,15104,2188,664128,0.003294546
