GRIDCODE,CVENTMUN,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES
135289,30039,145121.2067,5022.476037
135290,30039,145121.2067,118.1809801
135291,30039,145121.2067,6080.05409
135292,30039,145121.2067,3893.256324
135295,30039,145121.2067,593.9810723
135296,30039,145121.2067,3329.848761
135297,30039,145121.2067,348.1552251
135300,30204,137437.9757,7155.394817
135303,27008,910488.9974,1253.430426
135304,27008,910488.9974,3467.680857
135307,27008,910488.9974,4445.18232
135308,27008,910488.9974,6194.270671
135309,27008,910488.9974,5750.503611
135310,27008,910488.9974,869.8891842
135318,27002,722058.3498,1991.018387
135320,27002,722058.3498,6007.910104
135323,27002,722058.3498,6009.711472
136030,16008,343495.5248,7288.320327
136031,16008,343495.5248,5752.331816
136072,16010,283785.8028,7896.163534
136073,16010,283785.8028,650.1225171
136086,16010,283785.8028,6107.255481
136108,12073,188122.5093,5072.958774
136123,12022,321794.7624,3816.351044
136124,12022,321794.7624,7230.664988
136125,12022,321794.7624,1425.682032
136126,12022,321794.7624,6702.671448
136127,12022,321794.7624,6859.719764
136128,12022,321794.7624,1939.52306
136129,12050,77879.18135,1137.261764
136130,12050,77879.18135,926.8024127
136131,12050,77879.18135,1616.379502
136132,12050,77879.18135,2412.687707
136137,12064,66759.91262,2599.01363
136138,12064,66759.91262,2704.419115
136139,12064,66759.91262,948.5214293
136140,12064,66759.91262,2477.575461
136141,12007,87491.06192,836.3152009
136142,12007,87491.06192,739.2040917
136143,12007,87491.06192,2542.793596
136156,12058,205076.1793,6440.120795
136157,12058,205076.1793,985.3057448
136159,12058,205076.1793,1473.37205
136160,12058,205076.1793,299.550638
136166,12058,205076.1793,4305.076481
136167,12035,140948.4865,1161.268816
136170,12035,140948.4865,6417.165957
136172,12059,152998.6281,225.1008651
136173,12059,152998.6281,7693.527006
136174,12059,152998.6281,27.3623919
136175,12034,345621.6558,4474.455734
136176,12034,345621.6558,2960.513279
136177,12034,345621.6558,1528.103523
136181,12034,345621.6558,12537.97283
136189,21087,81268.3263,3643.63586
136190,21087,81268.3263,8731.71677
136198,21047,151905.0468,8907.575777
136201,21047,151905.0468,64.6437412
136202,21047,151905.0468,2215.939839
136213,21157,103347.0254,6661.884988
136215,21059,30357.35425,253.6266679
136221,21003,149564.215,2096.767452
136222,21003,149564.215,1774.336118
136229,21190,48833.97323,8652.807581
136230,21190,48833.97323,529.5682415
136239,21209,71379.86052,6456.221563
136247,21129,66644.92742,2717.578289
136250,21129,66644.92742,3557.390467
136251,21129,66644.92742,4565.019038
136252,21035,98969.245,111.0908013
136253,21035,98969.245,4266.579599
136264,20406,45771.00461,810.812626
136265,20406,45771.00461,4063.866212
136279,20278,77024.94902,88.334459
136282,20278,77024.94902,169.8100729
136288,30207,127201.8923,368.5308802
136289,30207,127201.8923,344.4275797
136290,30207,127201.8923,2198.106143
136292,30045,222762.7043,6842.147664
136293,30119,24974.82795,3919.132007
136295,30176,46991.5972,6015.630806
136296,30176,46991.5972,1796.420437
136302,30054,118678.9499,6454.225141
136303,30054,118678.9499,7141.263116
136305,30169,172788.9135,159.2306135
136306,30169,172788.9135,3254.215648
136307,30077,246067.4264,12235.48767
136308,30077,246067.4264,7224.209468
136310,30077,246067.4264,6611.680998
136311,30077,246067.4264,6133.629259
136312,30077,246067.4264,3555.66412
136318,30073,133542.9585,6168.305868
136319,30073,133542.9585,105.650925
136320,30073,133542.9585,3217.445417
136321,30073,133542.9585,4860.966678
136322,30073,133542.9585,299.7278841
136323,30073,133542.9585,8686.8451
136324,30073,133542.9585,851.7425051
136330,30149,125771.0043,1552.181573
136331,30149,125771.0043,4576.551859
136333,30149,125771.0043,65.71259523
136334,30149,125771.0043,5327.334654
136335,30149,125771.0043,6188.513368
136336,30149,125771.0043,758.5358072
136337,30104,47071.82654,343.5041956
136345,30039,145121.2067,417.6987017
136346,30039,145121.2067,6315.145426
136347,30039,145121.2067,6509.058601
136348,30039,145121.2067,6267.137717
136349,30039,145121.2067,1924.924612
136350,30039,145121.2067,3000.77196
136351,30039,145121.2067,6460.870247
136354,30039,145121.2067,1360.857735
136355,30039,145121.2067,1481.255374
136356,30039,145121.2067,305.1681019
136357,30204,137437.9757,3420.197331
136358,30204,137437.9757,3266.950723
136359,30204,137437.9757,6580.086046
136360,27008,910488.9974,377.6509403
136361,27008,910488.9974,6266.496669
136362,27008,910488.9974,4608.155473
136363,27008,910488.9974,974.8827362
136364,27008,910488.9974,5056.932381
136368,27002,722058.3498,8292.496349
136377,27002,722058.3498,2451.410445
136378,27002,722058.3498,6010.133106
136379,27002,722058.3498,1432.711421
136380,27002,722058.3498,6010.857144
136381,27002,722058.3498,6010.869367
136382,27002,722058.3498,2329.199651
137088,16008,343495.5248,3985.362916
137089,16008,343495.5248,2646.265842
137130,16010,283785.8028,6062.626684
137131,16010,283785.8028,2446.013485
137145,16010,283785.8028,4343.051002
137166,12073,188122.5093,511.6258893
137167,12073,188122.5093,5817.056216
137180,12022,321794.7624,2227.323075
137181,12022,321794.7624,7905.640177
137182,12022,321794.7624,2293.343089
137187,12022,321794.7624,6451.743667
137188,12050,77879.18135,4251.324238
137189,12050,77879.18135,1734.045154
137190,12050,77879.18135,3448.803614
137191,12050,77879.18135,4511.221966
137195,12064,66759.91262,2192.182746
137196,12064,66759.91262,1161.373181
137197,12064,66759.91262,1480.544475
137198,12064,66759.91262,1789.140378
137201,12007,87491.06192,1406.281423
137202,12007,87491.06192,5506.517907
137215,12058,205076.1793,348.3592879
137216,12058,205076.1793,7679.994254
137218,12058,205076.1793,6602.364235
137219,12058,205076.1793,1530.985921
137223,12058,205076.1793,77.50605978
137224,12058,205076.1793,4471.660178
137225,12058,205076.1793,280.3681001
137226,12035,140948.4865,6177.218174
137227,12035,140948.4865,2573.382427
137228,12035,140948.4865,4879.602559
137229,12035,140948.4865,207.9245255
137230,12035,140948.4865,3180.454045
137232,12034,345621.6558,5325.412742
137233,12034,345621.6558,1749.814469
137234,12059,152998.6281,874.4156103
137240,12034,345621.6558,13387.96181
137249,21087,81268.3263,1435.4158
137250,21087,81268.3263,6389.831365
137251,21087,81268.3263,6212.358976
137252,21087,81268.3263,5112.143256
137253,21087,81268.3263,3134.621413
137257,21047,151905.0468,1226.34958
137258,21047,151905.0468,6355.685336
137259,21047,151905.0468,2497.201916
137260,21047,151905.0468,7249.270635
137261,21047,151905.0468,7462.916159
137262,21047,151905.0468,42.9689999
137272,21157,103347.0254,5963.78616
137273,21157,103347.0254,4697.283407
137274,21157,103347.0254,4926.406771
137281,21003,149564.215,4423.443282
137282,21003,149564.215,5375.033805
137288,21190,48833.97323,1678.197512
137289,21190,48833.97323,4756.492578
137298,21209,71379.86052,3417.339994
137299,21209,71379.86052,4535.89628
137305,21124,23431.34646,689.2892516
137306,21129,66644.92742,1308.635733
137307,21129,66644.92742,4296.124168
137310,21214,30788.02189,1474.102614
137311,21035,98969.245,5141.061591
137312,21035,98969.245,48.87012385
137313,21035,98969.245,4774.575476
137314,21035,98969.245,3090.645193
137315,21036,25972.8491,202.2453742
137316,21036,25972.8491,5141.408887
137317,21036,25972.8491,5786.282904
137324,20406,45771.00461,8168.949187
137325,20406,45771.00461,1786.849338
137338,20278,77024.94902,3137.319952
137339,20278,77024.94902,4336.992709
137346,30207,127201.8923,425.8810153
137347,30207,127201.8923,8015.913584
137348,30207,127201.8923,1279.236578
137351,30045,222762.7043,1675.943918
137352,30045,222762.7043,5860.785142
137353,30045,222762.7043,2785.902875
137354,30045,222762.7043,4084.04826
137355,30176,46991.5972,7806.135668
137356,30054,118678.9499,352.901764
137361,30054,118678.9499,510.3694741
137362,30054,118678.9499,998.8042714
137364,30169,172788.9135,1734.008198
137365,30169,172788.9135,932.5411333
137366,30077,246067.4264,2992.076404
137371,30077,246067.4264,4043.731388
137372,30077,246067.4264,5324.504338
137376,30073,133542.9585,6016.108267
137377,30073,133542.9585,1215.934442
137378,30073,133542.9585,3007.776608
137380,30073,133542.9585,345.0434554
137383,30073,133542.9585,7900.648641
137389,30149,125771.0043,3701.063486
137390,30149,125771.0043,3033.472976
137392,30149,125771.0043,2112.475696
137393,30149,125771.0043,1214.997341
137395,30104,47071.82654,621.4014328
137396,30209,20229.47675,1161.609169
137409,30039,145121.2067,1350.127326
137410,30039,145121.2067,273.0318461
137411,30039,145121.2067,1405.980878
137412,30039,145121.2067,7086.04792
137413,30039,145121.2067,3543.025406
137418,30204,137437.9757,432.6225156
137419,30204,137437.9757,904.4282514
137422,27008,910488.9974,6033.871603
137423,27008,910488.9974,2207.787389
137424,27008,910488.9974,4176.145416
137425,27002,722058.3498,3126.174356
137426,27002,722058.3498,1019.23808
137427,27002,722058.3498,6846.722941
137438,27002,722058.3498,1476.814577
137439,27002,722058.3498,6123.655416
137440,27002,722058.3498,6010.750195
137441,27002,722058.3498,1986.672351
138147,16008,343495.5248,7527.223028
138187,16010,283785.8028,9335.36127
138188,16010,283785.8028,7100.9667
138189,16010,283785.8028,1456.246233
138190,16010,283785.8028,7674.567378
138191,16010,283785.8028,6481.312038
138192,16010,283785.8028,6508.064892
138193,16010,283785.8028,6506.6138
138194,16010,283785.8028,7309.740901
138195,16010,283785.8028,2753.663172
138204,16010,283785.8028,6357.536815
138224,12073,188122.5093,137.8063141
138225,12073,188122.5093,9479.12211
138237,12022,321794.7624,1549.392374
138238,12022,321794.7624,5733.359002
138239,12022,321794.7624,5818.77516
138245,12022,321794.7624,775.35391
138246,12022,321794.7624,4808.548962
138247,16077,135244.4876,6807.060147
138248,16077,135244.4876,5253.161299
138249,12050,77879.18135,5730.854766
138250,12050,77879.18135,1972.148851
138254,12064,66759.91262,3622.959194
138260,15105,228883.4529,4339.658547
138261,12007,87491.06192,608.6268161
138262,12007,87491.06192,8981.133553
138263,12007,87491.06192,7495.76296
138264,12007,87491.06192,7156.173016
138265,12031,48037.76831,7806.084912
138266,12031,48037.76831,6604.419954
138275,12058,205076.1793,4698.506604
138278,12058,205076.1793,9156.537068
138279,12058,205076.1793,2095.334306
138282,12058,205076.1793,8052.36116
138287,12035,140948.4865,6526.138516
138288,12035,140948.4865,491.1688499
138291,12034,345621.6558,1981.896611
138299,12034,345621.6558,12951.17061
138300,12034,345621.6558,6.795929511
138312,21087,81268.3263,6959.397824
138318,21047,151905.0468,4622.146448
138321,21047,151905.0468,12344.43617
138330,21157,103347.0254,1121.546721
138331,21157,103347.0254,6308.640195
138332,21157,103347.0254,1552.55075
138333,21157,103347.0254,3376.412979
138341,21147,55204.96283,4328.62891
138347,21190,48833.97323,6591.526919
138358,21209,71379.86052,6198.352662
138359,21209,71379.86052,5576.882132
138360,21209,71379.86052,3505.542182
138363,21124,23431.34646,4762.390066
138364,21124,23431.34646,515.5960706
138366,21129,66644.92742,167.9992446
138367,21129,66644.92742,6447.344089
138368,21214,30788.02189,4192.745068
138369,21214,30788.02189,2289.496621
138374,21036,25972.8491,2682.362477
138375,21217,45531.15818,7068.316485
138384,20406,45771.00461,5379.907732
138398,20278,77024.94902,4465.888759
138399,20278,77024.94902,4173.795792
138404,30207,127201.8923,358.6470565
138405,30207,127201.8923,8097.635005
138406,30207,127201.8923,2863.873265
138407,30207,127201.8923,3399.451955
138408,30207,127201.8923,3064.620429
138411,30045,222762.7043,1030.218074
138412,30045,222762.7043,2456.147125
138413,30045,222762.7043,2534.592648
138414,30045,222762.7043,584.5134556
138415,30045,222762.7043,519.4246394
138416,30054,118678.9499,3509.874247
138420,30208,118030.5591,5975.111545
138422,30208,118030.5591,12515.18787
138423,30169,172788.9135,9325.051325
138424,30169,172788.9135,1391.979517
138431,30141,196315.1161,4200.016762
138434,30073,133542.9585,2218.159484
138435,30073,133542.9585,2470.836064
138439,30073,133542.9585,4852.612405
138442,30073,133542.9585,6257.386205
138449,30149,125771.0043,4195.946962
138451,30149,125771.0043,4104.030122
138452,30104,47071.82654,2155.409575
138455,30209,20229.47675,6595.10061
138481,27008,910488.9974,6034.510429
138484,27002,722058.3498,3708.977813
138485,27002,722058.3498,4874.766875
138497,27002,722058.3498,3319.038764
138498,27002,722058.3498,6009.597687
138499,27002,722058.3498,6010.014491
138500,27002,722058.3498,1662.424212
139205,16008,343495.5248,3368.076652
139206,16008,343495.5248,2858.494277
139246,16010,283785.8028,3294.033896
139247,16010,283785.8028,6410.046202
139254,16010,283785.8028,6008.387292
139255,16010,283785.8028,7481.647048
139256,16010,283785.8028,4040.43939
139261,16010,283785.8028,4677.962533
139262,16010,283785.8028,6570.681347
139263,16010,283785.8028,4937.390742
139283,12073,188122.5093,8044.251979
139294,12073,188122.5093,1139.558975
139295,12073,188122.5093,4986.698227
139296,12073,188122.5093,3130.131208
139304,12022,321794.7624,2998.5421
139305,12022,321794.7624,3424.587459
139306,16077,135244.4876,2742.195384
139307,16077,135244.4876,3570.439592
139308,16077,135244.4876,4546.720205
139309,12027,239650.9302,1585.217524
139310,12027,239650.9302,2126.086415
139311,12064,66759.91262,6418.273702
139312,12064,66759.91262,6060.872608
139313,12064,66759.91262,1555.184176
139314,12064,66759.91262,1633.706139
139315,12064,66759.91262,1658.498934
139318,15105,228883.4529,172.7149655
139319,15105,228883.4529,2072.939201
139320,15105,228883.4529,5543.911635
139325,12031,48037.76831,441.5737225
139326,12031,48037.76831,9439.103027
139327,12031,48037.76831,6143.698216
139328,12031,48037.76831,3004.386549
139329,12031,48037.76831,244.1754901
139330,12058,205076.1793,1094.287555
139331,12058,205076.1793,3005.777912
139332,12058,205076.1793,110.5958287
139333,12058,205076.1793,5181.343517
139334,12058,205076.1793,6861.565795
139337,12058,205076.1793,1113.953229
139338,12037,75536.6203,4518.481055
139340,12058,205076.1793,542.293143
139341,12058,205076.1793,7194.937288
139346,12035,140948.4865,3111.407311
139347,12035,140948.4865,5421.467398
139348,12015,90160.3699,1552.591137
139359,12034,345621.6558,12795.23029
139371,21087,81268.3263,4530.313779
139376,21073,24686.89018,5386.52099
139377,21073,24686.89018,3037.24304
139380,21047,151905.0468,2584.614112
139381,21047,151905.0468,6451.104261
139382,21047,151905.0468,738.756949
139389,21157,103347.0254,5619.845845
139390,21157,103347.0254,829.0036215
139392,21157,103347.0254,6883.378692
139393,21157,103347.0254,1441.260621
139400,21147,55204.96283,6462.13798
139406,21037,34300.79881,633.2123845
139411,21018,51685.8502,4878.118245
139419,21209,71379.86052,7166.140742
139420,21209,71379.86052,2699.116731
139422,21124,23431.34646,2992.259943
139423,21124,23431.34646,6447.097971
139426,21214,30788.02189,687.859844
139427,21214,30788.02189,794.5214545
139433,21217,45531.15818,1476.529435
139434,21217,45531.15818,3416.232448
139455,20278,77024.94902,162.0441114
139458,20278,77024.94902,1800.042161
139459,20278,77024.94902,3478.430836
139460,20184,255240.0227,1763.118156
139462,30207,127201.8923,304.3187799
139463,30207,127201.8923,8151.270648
139465,30207,127201.8923,6255.826306
139467,30207,127201.8923,744.3958649
139468,30045,222762.7043,346.8913023
139469,30045,222762.7043,3088.165622
139470,30045,222762.7043,1989.760134
139473,30045,222762.7043,2222.094181
139474,30045,222762.7043,5663.663471
139475,30045,222762.7043,6413.284736
139476,30045,222762.7043,3918.581722
139478,30208,118030.5591,1340.841389
139479,30208,118030.5591,4967.624198
139480,30208,118030.5591,12935.89732
139481,30208,118030.5591,644.707086
139482,30169,172788.9135,925.373923
139483,30169,172788.9135,177.6553432
139490,30141,196315.1161,50.00633435
139491,30143,141271.0171,6295.493975
139493,30141,196315.1161,1958.446973
139494,30141,196315.1161,5731.672133
139498,30073,133542.9585,1371.575128
139501,30073,133542.9585,6285.940385
139509,30149,125771.0043,4670.264027
139510,30149,125771.0043,1051.674399
139514,30209,20229.47675,7558.3308
139515,30122,10162.90432,2232.661342
139516,30122,10162.90432,1253.554753
139540,27008,910488.9974,1757.483055
139541,27002,722058.3498,17.25659627
139543,27002,722058.3498,4521.743012
139544,27002,722058.3498,4051.192771
139556,27002,722058.3498,2495.413296
139559,27002,722058.3498,3745.273175
140264,16008,343495.5248,6179.97687
140278,16015,231144.2066,4455.663387
140306,16010,283785.8028,219.4627762
140315,16010,283785.8028,2757.891387
140316,16010,283785.8028,1046.676994
140319,16010,283785.8028,5629.343726
140320,16010,283785.8028,3859.492595
140341,12073,188122.5093,496.8430714
140342,12073,188122.5093,2062.133692
140353,12073,188122.5093,4166.154751
140354,12073,188122.5093,4521.49323
140355,12073,188122.5093,1852.1156
140365,16077,135244.4876,6216.912315
140367,12027,239650.9302,4247.182121
140368,12027,239650.9302,2285.026922
140369,12027,239650.9302,7440.709467
140371,12064,66759.91262,1006.321605
140372,12064,66759.91262,2352.561971
140377,15105,228883.4529,7531.481269
140379,15105,228883.4529,4301.126584
140380,15105,228883.4529,9918.537776
140381,15105,228883.4529,1230.696213
140386,12031,48037.76831,3886.930002
140388,12058,205076.1793,263.6807306
140389,12058,205076.1793,5618.123845
140390,12058,205076.1793,3724.808197
140391,12058,205076.1793,1090.485251
140392,12058,205076.1793,1938.175629
140396,12037,75536.6203,2315.40848
140397,12037,75536.6203,6966.403325
140398,12037,75536.6203,6511.260286
140399,12058,205076.1793,1556.027224
140404,12055,208445.6925,6216.776183
140405,12035,140948.4865,2590.735743
140407,12015,90160.3699,5481.023775
140417,12034,345621.6558,2103.719344
140418,12034,345621.6558,10441.15906
140430,21087,81268.3263,2928.481941
140431,21160,25121.32354,300.0351538
140435,21047,151905.0468,3139.359071
140441,21047,151905.0468,355.4468341
140447,21157,103347.0254,6783.913051
140448,21157,103347.0254,1842.911877
140452,21042,43240.5956,2588.150282
140458,21147,55204.96283,871.9361312
140459,21147,55204.96283,6246.852193
140465,21037,34300.79881,6132.519737
140469,21018,51685.8502,1565.562836
140470,21018,51685.8502,4378.347458
140474,21156,201057.14,302.931953
140478,21209,71379.86052,3329.653853
140479,21209,71379.86052,3667.486568
140481,21124,23431.34646,992.6130714
140482,21124,23431.34646,385.1289824
140483,21013,23530.68223,689.0869672
140484,21013,23530.68223,2649.150228
140485,21010,40667.6913,7837.049225
140491,21010,40667.6913,4446.086752
140492,21010,40667.6913,1646.344367
140502,20406,45771.00461,10377.02131
140516,20278,77024.94902,7146.583408
140517,20278,77024.94902,423.0723013
140519,30174,359250.6791,2412.953545
140520,30207,127201.8923,286.739486
140521,30207,127201.8923,3250.946161
140522,30207,127201.8923,4498.517352
140524,30207,127201.8923,6301.929128
140528,30045,222762.7043,1031.504326
140529,30045,222762.7043,4150.880756
140530,30045,222762.7043,7069.446296
140531,30045,222762.7043,1908.107095
140534,30045,222762.7043,1219.428628
140535,30045,222762.7043,5404.026796
140536,30054,118678.9499,5765.233816
140537,30045,222762.7043,36.17000411
140538,30045,222762.7043,89.5072578
140541,30208,118030.5591,3143.663218
140550,30143,141271.0171,6910.96185
140553,30141,196315.1161,7184.817985
140557,30141,196315.1161,7021.886318
140560,30073,133542.9585,6445.720648
140568,30149,125771.0043,1070.617127
140575,30122,10162.90432,6407.662964
140576,30122,10162.90432,246.9969207
140600,27002,722058.3498,7142.655003
140601,27002,722058.3498,2538.971191
140602,27002,722058.3498,4654.436862
140615,27002,722058.3498,6294.437101
140618,27002,722058.3498,6772.552649
141322,16008,343495.5248,1972.995688
141323,16008,343495.5248,11303.54934
141337,16015,231144.2066,8063.633987
141375,16010,283785.8028,7651.088506
141376,16010,283785.8028,4598.794065
141378,16010,283785.8028,8106.015264
141400,12073,188122.5093,6347.831456
141413,12073,188122.5093,5904.872487
141414,12073,188122.5093,256.0010005
141422,16077,135244.4876,3052.20977
141423,16077,135244.4876,6658.674199
141424,16077,135244.4876,430.3849121
141427,12027,239650.9302,5434.735692
141428,12027,239650.9302,6344.442396
141430,12064,66759.91262,3445.247955
141436,15105,228883.4529,6818.645131
141439,15105,228883.4529,276.4274221
141440,15105,228883.4529,9263.192833
141441,15105,228883.4529,5932.340806
141450,12058,205076.1793,3228.955459
141451,12058,205076.1793,1570.541807
141455,12037,75536.6203,3754.28211
141462,12055,208445.6925,6700.96302
141463,12055,208445.6925,2256.751374
141466,12015,90160.3699,3417.799521
141467,12015,90160.3699,7341.669511
141468,12015,90160.3699,730.5060746
141475,12034,345621.6558,3034.826656
141476,12034,345621.6558,3321.36795
141477,12034,345621.6558,2683.180889
141482,17025,98899.25548,1135.85799
141490,21160,25121.32354,6701.59513
141493,21047,151905.0468,1868.09866
141494,21047,151905.0468,2155.332472
141495,21051,78281.27317,864.6538927
141500,21085,198558.7713,3329.2992
141501,21085,198558.7713,6495.266958
141505,21157,103347.0254,65.01981925
141506,21157,103347.0254,7189.258216
141511,21042,43240.5956,7198.763005
141516,21147,55204.96283,2064.676888
141517,21147,55204.96283,3831.512156
141518,21147,55204.96283,165.6373269
141524,21037,34300.79881,1224.91721
141525,21037,34300.79881,6504.79524
141526,21037,34300.79881,6228.033386
141527,21018,51685.8502,5005.018738
141528,21018,51685.8502,4541.237125
141529,21018,51685.8502,6290.262821
141537,21209,71379.86052,5623.227082
141538,21209,71379.86052,4851.200957
141539,21156,201057.14,5242.529561
141540,21156,201057.14,2291.870971
141541,21156,201057.14,362.2003027
141542,21013,23530.68223,3817.788539
141550,21010,40667.6913,2300.43012
141551,21010,40667.6913,5590.119988
141561,20406,45771.00461,685.3924841
141573,20278,77024.94902,1735.371558
141574,20278,77024.94902,7698.1156
141575,20278,77024.94902,3626.016312
141578,30207,127201.8923,210.499809
141579,30207,127201.8923,4154.417663
141581,30207,127201.8923,2174.599837
141582,30207,127201.8923,3497.585857
141583,30207,127201.8923,2933.567556
141590,30045,222762.7043,4916.362905
141591,30045,222762.7043,3055.414812
141592,30045,222762.7043,3059.649795
141593,30045,222762.7043,1680.579592
141594,30045,222762.7043,5180.006336
141595,30045,222762.7043,5951.552587
141596,30208,118030.5591,2730.980998
141597,30208,118030.5591,4323.586453
141599,30208,118030.5591,1884.82353
141600,30208,118030.5591,2108.988484
141602,30169,172788.9135,449.0125737
141609,30143,141271.0171,6081.230175
141610,30143,141271.0171,2340.374183
141612,30141,196315.1161,6681.568203
141615,30141,196315.1161,6487.423626
141616,30141,196315.1161,1642.872413
141619,30073,133542.9585,2308.325453
141620,30032,114910.1898,5144.258806
141660,27002,722058.3498,1593.368599
141661,27002,722058.3498,7076.269932
141662,27002,722058.3498,2584.429683
141672,27002,722058.3498,1872.826266
141673,27002,722058.3498,7809.09756
141674,27002,722058.3498,2518.289182
141677,27002,722058.3498,6694.778443
142381,16008,343495.5248,7194.615951
142382,16008,343495.5248,3213.605051
142396,16015,231144.2066,6566.840305
142435,16010,283785.8028,4115.937009
142436,16010,283785.8028,5349.47462
142437,16010,283785.8028,2272.815265
142459,12073,188122.5093,3054.752668
142466,12073,188122.5093,2223.667418
142467,12073,188122.5093,3193.559942
142468,12073,188122.5093,3171.704489
142469,12073,188122.5093,3462.859956
142470,12073,188122.5093,3283.893721
142471,12073,188122.5093,3371.088628
142472,12073,188122.5093,482.9898727
142479,16077,135244.4876,1251.863324
142480,16077,135244.4876,8421.34122
142481,16077,135244.4876,3739.399442
142482,16077,135244.4876,3405.788047
142485,12027,239650.9302,2724.964465
142486,12027,239650.9302,6382.347553
142487,12027,239650.9302,6126.253671
142489,12064,66759.91262,3245.058348
142494,15105,228883.4529,661.0231315
142495,15105,228883.4529,6026.312217
142498,15105,228883.4529,984.4573155
142499,15105,228883.4529,7578.537396
142500,15105,228883.4529,4699.620484
142501,15105,228883.4529,6681.379516
142510,12058,205076.1793,2115.030828
142514,12037,75536.6203,3489.383684
142520,12055,208445.6925,2193.713287
142521,12055,208445.6925,6828.572843
142526,12015,90160.3699,4544.159861
142527,12015,90160.3699,3098.946427
142532,17017,187326.3694,2198.436886
142533,17017,187326.3694,6932.452452
142534,17017,187326.3694,3564.000297
142535,17025,98899.25548,2712.749906
142536,17025,98899.25548,10427.63804
142549,21160,25121.32354,6440.799791
142550,21073,24686.89018,895.5718691
142551,17003,69256.47779,4190.173438
142552,17003,69256.47779,3135.24996
142554,21051,78281.27317,2901.617133
142555,21051,78281.27317,2752.637669
142559,21085,198558.7713,8674.107033
142564,21085,198558.7713,1452.767384
142570,21042,43240.5956,6678.054683
142573,21147,55204.96283,4265.911234
142574,21147,55204.96283,7171.779866
142575,21147,55204.96283,1554.712339
142577,21147,55204.96283,6336.969476
142583,21082,61708.6349,6096.431296
142584,21082,61708.6349,1063.870406
142588,21018,51685.8502,2803.36372
142589,21018,51685.8502,6579.363203
142590,21018,51685.8502,5122.092566
142591,21018,51685.8502,135.2949634
142597,21156,201057.14,5931.870712
142598,21156,201057.14,1012.980924
142599,21156,201057.14,3841.580765
142600,21156,201057.14,6268.767324
142601,21156,201057.14,1534.334962
142609,21010,40667.6913,3597.185519
142617,21145,37688.68789,4629.524364
142620,21145,37688.68789,2086.19621
142621,21145,37688.68789,6208.06756
142622,30173,96934.9516,3235.264783
142631,20002,116506.5753,3414.611843
142632,20278,77024.94902,4587.772525
142636,30174,359250.6791,218.9276746
142637,30174,359250.6791,6956.94734
142652,30045,222762.7043,10976.43364
142654,30045,222762.7043,3295.276509
142655,30045,222762.7043,2838.546317
142656,30208,118030.5591,2491.925243
142657,30208,118030.5591,999.4738291
142658,30208,118030.5591,1953.513086
142669,30143,141271.0171,7018.275861
142670,30143,141271.0171,827.9901569
142671,30141,196315.1161,4047.950889
142672,30141,196315.1161,2146.196286
142674,30141,196315.1161,6657.151268
142675,30141,196315.1161,964.5073881
142678,30032,114910.1898,840.6025473
142679,30032,114910.1898,7184.350275
142680,30032,114910.1898,367.2502654
142682,30032,114910.1898,1165.158689
142683,30149,125771.0043,1162.067653
142721,27002,722058.3498,4797.832197
142722,27002,722058.3498,5202.274316
142730,27002,722058.3498,3218.952765
142731,27002,722058.3498,3922.372178
142733,27002,722058.3498,1854.494738
142734,27002,722058.3498,6555.754132
142735,27002,722058.3498,6561.62652
142736,27002,722058.3498,5086.403103
143439,16008,343495.5248,1542.417651
143440,16008,343495.5248,5684.049225
143455,16015,231144.2066,7944.38691
143456,16015,231144.2066,4532.139873
143496,16010,283785.8028,3568.699315
143518,16038,310368.3619,5829.85069
143519,16038,310368.3619,4265.630687
143520,12073,188122.5093,3125.935777
143521,12073,188122.5093,2624.466995
143522,12073,188122.5093,3002.826078
143523,12073,188122.5093,3682.15458
143524,16038,310368.3619,1771.165685
143525,16038,310368.3619,8287.073362
143526,16038,310368.3619,6731.437153
143527,16038,310368.3619,474.742863
143528,16038,310368.3619,3194.026066
143529,16038,310368.3619,3227.681266
143530,16038,310368.3619,1687.417049
143531,16038,310368.3619,6524.047959
143538,16077,135244.4876,7498.384757
143543,12027,239650.9302,1423.864936
143544,12027,239650.9302,2095.739533
143545,12027,239650.9302,2129.954832
143546,12027,239650.9302,1641.773562
143547,12027,239650.9302,6044.529758
143548,12027,239650.9302,1182.387091
143553,15105,228883.4529,858.1632549
143554,15105,228883.4529,6207.636877
143558,15105,228883.4529,6505.157076
143560,15105,228883.4529,1294.267108
143561,12031,48037.76831,3815.783412
143569,12047,71779.80436,5845.586653
143570,12047,71779.80436,4280.827506
143572,12037,75536.6203,1716.38645
143573,12037,75536.6203,729.3754573
143574,12037,75536.6203,8607.451971
143575,12037,75536.6203,190.5983327
143579,12055,208445.6925,1699.620245
143580,12055,208445.6925,5090.539733
143583,12055,208445.6925,2951.014629
143584,12055,208445.6925,1811.260176
143585,12015,90160.3699,1509.515214
143586,12015,90160.3699,6633.43424
143591,17017,187326.3694,5722.59137
143594,17017,187326.3694,1142.001356
143609,17003,69256.47779,4940.332221
143610,17003,69256.47779,624.8997212
143611,17003,69256.47779,2962.4118
143612,21051,78281.27317,6410.923625
143613,21051,78281.27317,547.1861083
143614,21051,78281.27317,2553.527528
143615,21051,78281.27317,3818.607075
143618,21085,198558.7713,6603.210924
